uid,ranking,uniname,Total Score,alumni,award,HiCi,N&S,PUB,PCP
1,1,Harvard University,100,100,100,100,100,100,74.1
2,2,Stanford University,73.7,40,78.7,86.6,68.9,71.6,66.9
3,3,"University of California, Berkeley",71.4,69,77.1,68.8,70.6,70,53
4,4,University of Cambridge,70.4,90.3,91.5,53.6,56,64.1,65
5,5,Massachusetts Institute of Technology (MIT),69.6,71,80.6,65.6,68.7,61.6,53.9
6,6,California Institute of Technology,65.4,52.8,69.1,57.4,66.1,49.7,100
7,7,Columbia University,62.5,72.4,65.7,56.5,52.3,70.5,46.6
8,8,Princeton University,58.9,59.3,80.4,61.9,40.5,44.8,59.3
9,9,University of Chicago,57.1,67.4,81.9,50.5,39.5,51.9,41.3
10,10,University of Oxford,56.8,59,57.9,48.4,52,66,45.7
11,11,Yale University,54.9,48.5,43.6,57,55.7,62.4,48.7
12,12,Cornell University,54.1,41.5,51.3,54.1,52.3,64.7,40.4
13,13,"University of California, Los Angeles",52.4,24.4,42.8,57.4,48.9,75.7,36
14,14,"University of California, San Diego",50.3,15.8,34,59.7,53,66.7,47.4
15,15,University of Pennsylvania,49.0,31.7,34.4,58.3,41.3,69,39.2
16,16,University of Washington,48.3,25.7,31.8,53.1,49.5,74.1,28
17,17,University of Wisconsin - Madison,47.4,38.4,35.5,52.6,41.2,68.1,28.8
18,18,"University of California, San Francisco",46.6,0,36.8,54.1,51.5,60.8,47.5
19,19,The University of Tokyo,46.4,32.2,14.1,43.1,51.9,83.3,35
20,20,The Johns Hopkins University,45.5,45.8,27.8,43.1,48.7,68.5,24.8
21,21,University of Michigan - Ann Arbor,44.2,38.4,0,60.6,41.7,78.1,31.4
22,22,University College London,44.0,31.2,32.2,38.6,44.3,65.8,35.4
23,23,Kyoto University,43.5,35.4,33.4,38.6,35.8,70.6,31.5
24,24,Swiss Federal Institute of Technology Zurich,43.1,35.9,36.3,36.1,38.1,53.6,56
25,24,University of Toronto,43.1,25,19.3,38.6,37,79.8,45.8
26,26,University of Illinois at Urbana-Champaign,42.9,37.1,36.6,43.8,36.1,60.3,26.9
27,27,"The Imperial College of Science, Technology and Medicine",42.4,18.6,37.4,39.9,38.2,61.8,39.4
28,28,"University of Minnesota, Twin Cities",40.4,32.2,16.3,50,34.8,67.5,24.4
29,29,Washington University in St. Louis,40.1,22.4,26,38.6,43.2,56,40.5
30,30,Northwestern University,38.1,19.4,18.9,46.7,32.8,58.7,37.7
31,31,New York University,37.4,34.1,24.5,39.9,34.4,53.4,25.9
32,32,Duke University,37.2,18.6,0,46.1,42.6,63.4,39.8
33,32,Rockefeller University,37.2,20.2,58.6,29.2,42.2,22.3,37.9
34,34,University of Colorado at Boulder,36.4,14.8,30.8,39.3,39.4,45.5,30.4
35,35,University of British Columbia,36.3,18.6,18.9,31.8,31.9,65.8,38.2
36,36,"University of California, Santa Barbara",35.5,0,35.3,41.9,34.9,43.2,35.4
37,37,"University of Maryland, College Park",34.6,23.1,20,40.6,30.4,53.1,26.1
38,38,University of North Carolina at Chapel Hill,33.9,11.2,16.3,37.9,28.8,62,29.1
39,39,The University of Texas at Austin,33.7,19.4,16.7,46.1,26.7,54.2,21.3
40,40,The University of Manchester,33.6,24.4,18.9,28.2,28.3,60.5,30.4
41,41,The University of Texas Southwestern Medical Center at Dallas,33.3,21.7,33.2,30.9,31.7,39.3,32.1
42,42,Pennsylvania State University - University Park,33.1,12.5,0,45.5,38.5,58.9,24.4
43,42,Pierre and Marie  Curie University - Paris 6,33.1,36.6,23.6,23.1,27.3,58.2,21.3
44,42,Vanderbilt University,33.1,18.6,29.6,30.9,23.1,50.3,36
45,45,University of Copenhagen,33.0,27.4,24.2,26.3,25.4,54.5,33.4
46,46,"University of California, Irvine",32.8,0,29.4,37.2,27.5,49.3,32.9
47,47,Utrecht University,32.4,27.4,20.9,28.2,28.8,53.3,26
48,48,"University of California, Davis",32.2,0,0,46.7,31.7,63.2,30
49,49,University of Paris Sud (Paris 11),32.1,33.3,46.2,14.6,20.4,47,23.1
50,50,University of Southern California,32.0,0,26.8,38.6,24.7,52.6,26.7
51,51,Karolinska Institute,31.6,27.4,27.3,31.8,18.3,50.1,25.7
52,52,University of Pittsburgh,31.3,22.4,0,40.6,23.2,63.1,28.3
53,53,University of Zurich,31.0,11.2,26.8,24.7,27.5,50.2,32.4
54,54,"Rutgers, The State University of New Jersey",30.9,13.7,20,39.9,27.9,44,23.8
55,55,The University of Edinburgh,30.8,20.2,16.7,26.3,32.3,49.7,30
56,55,University of Munich,30.8,33.1,22.9,16.3,25.6,52.7,31.8
57,57,Technical University Munich,30.5,41.1,23.6,25.3,18.9,44.8,30.6
58,58,University of Florida,30.4,20.2,0,37.2,22.7,64.9,26.6
59,59,The Australian National University,30.0,15.8,12.6,35.7,30.5,43.4,32.2
60,60,McGill University,29.9,25.7,0,32.6,22.8,60.3,34.3
61,61,University of Bristol,29.5,9.7,17.9,28.2,28.1,47.8,33.5
62,62,Carnegie Mellon University,29.3,31.2,32.8,31.8,11.3,35.7,30.9
63,62,The Ohio State University - Columbus,29.3,15.8,0,41.9,19.8,63,20.3
64,64,University of Oslo,29.0,23.1,33.4,17.9,17,46.7,29.8
65,65,Purdue University - West Lafayette,28.8,16.8,16.7,30.1,22,52.8,21
66,65,The Hebrew University of Jerusalem,28.8,29.6,20,24.2,22.9,44.1,28.7
67,67,University of Heidelberg,28.4,17.7,27.2,17.9,20.4,49.2,29.3
68,68,Osaka University,28.3,11.2,0,26.3,28.2,63.6,28.7
69,68,University of Helsinki,28.3,16.8,17.9,21.9,20.8,53.8,30.1
70,70,Moscow State University,28.1,49.1,34.2,0,8.3,53.2,33.4
71,71,Brown University,27.9,16.8,13.6,31.8,26.6,40.4,29.9
72,71,Uppsala University,27.9,23.1,32.2,12.6,19.3,49.5,21
73,73,Ecole Normale Superieure - Paris,27.7,53.4,24.5,12.6,17.2,25.9,56.2
74,73,University of Melbourne,27.7,13.7,14.1,23.1,19.6,58.1,26.7
75,73,University of Rochester,27.7,29.6,8.9,27.3,21.6,44.1,36.1
76,76,Leiden University,27.6,22.4,15.5,28.2,17.7,47.6,28.8
