uid,ranking,uniname,Total Score,alumni,award,HiCi,N&S,PUB,PCP
175,151-200,"University of California, Riverside",0.0,12.4,0.0,26.7,19.4,33.6,26.7
176,151-200,University of Delaware,0.0,10.2,16.1,15.4,10.2,32.8,19.8
177,151-200,University of Erlangen-Nuremberg,0.0,0.0,0.0,24.4,14.5,40.8,24.7
178,151-200,University of Exeter,0.0,0.0,0.0,26.7,18.6,36.9,25.5
179,151-200,University of Gothenburg,0.0,0.0,15.2,15.4,14.7,42.9,20.7
180,151-200,University of Hamburg,0.0,11.4,0.0,15.4,21.5,37.4,23.1
181,151-200,University of Innsbruck,0.0,0.0,9.3,21.8,18.7,26.2,28.3
182,151-200,University of Iowa,0.0,0.0,0.0,21.8,16.7,44.4,17.7
183,151-200,University of Kiel,0.0,10.2,13.1,18.9,12.0,30.9,20.3
184,151-200,University of Lausanne,0.0,0.0,0.0,24.4,21.9,35.8,24.4
185,151-200,University of Leipzig,0.0,11.4,13.1,18.9,10.4,32.9,21.0
186,151-200,University of Lisbon,0.0,0.0,8.0,10.9,10.4,48.8,25.7
187,151-200,University of Massachusetts Amherst,0.0,13.4,0.0,28.9,17.4,37.5,24.0
188,151-200,University of Massachusetts Medical School - Worcester,0.0,0.0,19.7,15.4,23.7,27.9,22.3
189,151-200,University of Miami,0.0,0.0,0.0,24.4,15.2,41.2,21.8
190,151-200,University of Montreal,0.0,11.4,0.0,10.9,15.7,50.5,22.1
191,151-200,University of Muenster,0.0,19.0,13.1,15.4,16.5,35.3,22.8
192,151-200,University of Nebraska - Lincoln,0.0,16.8,0.0,21.8,14.1,36.1,22.1
193,151-200,University of Ottawa,0.0,0.0,0.0,21.8,16.7,46.1,22.9
194,151-200,University of Padua,0.0,0.0,0.0,15.4,14.7,50.2,22.5
195,151-200,University of Paris Descartes (Paris 5),0.0,11.4,9.3,24.4,11.1,42.5,22.8
196,151-200,University of Sao Paulo,0.0,0.0,0.0,0.0,14.2,75.1,16.9
197,151-200,University of Tuebingen,0.0,22.1,0.0,15.4,16.9,42.2,25.1
198,151-200,University of Vienna,0.0,13.4,0.0,21.8,20.7,38.1,27.4
199,151-200,University of Virginia,0.0,0.0,0.0,15.4,26.1,44.5,18.9
200,151-200,University of Wuerzburg,0.0,19.0,0.0,21.8,15.1,33.3,22.2
201,201-300,Aalborg University,0.0,0.0,0.0,26.7,6.3,34.0,21.7
202,201-300,Beijing Normal University,0.0,15.2,0.0,15.4,6.9,41.3,17.9
203,201-300,Chalmers University of Technology,0.0,0.0,0.0,18.9,11.8,30.0,24.4
204,201-300,Charles University in Prague,0.0,8.8,0.0,15.4,8.7,45.7,19.6
205,201-300,City University of Hong Kong,0.0,0.0,0.0,28.9,3.3,38.8,26.5
206,201-300,Claude Bernard University Lyon 1,0.0,10.2,0.0,10.9,20.3,42.4,19.8
207,201-300,Colorado State University,0.0,0.0,0.0,10.9,16.5,36.7,19.1
208,201-300,Dartmouth College,0.0,17.6,0.0,18.9,13.3,25.8,21.3
209,201-300,Deakin University,0.0,0.0,0.0,24.4,9.8,38.8,25.8
210,201-300,Drexel University,0.0,0.0,0.0,21.8,9.4,30.6,22.1
211,201-300,Durham University,0.0,0.0,0.0,21.8,16.3,35.2,22.8
212,201-300,Ecole Normale Superieure - Lyon,0.0,0.0,19.7,0.0,11.7,23.3,36.4
213,201-300,Florida State University,0.0,0.0,0.0,10.9,15.4,39.1,19.8
214,201-300,George Mason University,0.0,0.0,31.5,0.0,6.3,28.1,19.2
215,201-300,Georgetown University,0.0,0.0,0.0,26.7,6.2,31.9,23.1
216,201-300,Hanyang University,0.0,0.0,0.0,15.4,8.7,42.1,22.0
217,201-300,Huazhong University of Science and Technology,0.0,0.0,0.0,0.0,8.8,58.8,18.5
218,201-300,Iowa State University,0.0,0.0,0.0,18.9,12.5,40.0,19.2
219,201-300,Karlsruhe Institute of Technology (KIT),0.0,0.0,0.0,15.4,11.2,38.4,21.3
220,201-300,King Abdullah University of Science and Technology,0.0,0.0,0.0,30.9,13.7,25.8,21.1
221,201-300,Korea Advanced Institute of Science and Technology,0.0,0.0,0.0,15.4,14.6,40.2,27.9
222,201-300,Korea University,0.0,0.0,0.0,10.9,8.8,53.5,22.2
223,201-300,KTH Royal Institute of Technology,0.0,0.0,14.7,0.0,11.5,40.0,27.8
224,201-300,Kyushu University,0.0,0.0,0.0,10.9,11.3,45.4,18.6
225,201-300,Linkoping University,0.0,0.0,0.0,18.9,8.4,35.5,20.4
226,201-300,London School of Hygiene & Tropical Medicine,0.0,7.2,0.0,21.8,10.0,34.9,33.3
227,201-300,Maastricht University,0.0,0.0,0.0,15.4,4.9,43.2,27.0
228,201-300,Medical University of South Carolina,0.0,0.0,0.0,15.4,6.9,31.5,40.7
229,201-300,Medical University of Vienna,0.0,8.8,9.3,15.4,11.0,33.4,20.4
230,201-300,Nanjing University,0.0,0.0,0.0,0.0,11.0,56.9,20.6
231,201-300,National Autonomous University of Mexico,0.0,12.4,0.0,0.0,10.4,50.6,26.0
232,201-300,Newcastle University,0.0,0.0,0.0,15.4,15.8,40.6,21.4
233,201-300,North Carolina State University - Raleigh,0.0,0.0,0.0,18.9,15.0,42.4,19.3
234,201-300,Northeastern University (Boston),0.0,0.0,0.0,15.4,17.6,32.1,21.7
235,201-300,Oregon Health and Science University,0.0,0.0,0.0,15.4,24.5,35.4,21.5
236,201-300,Paul Sabatier University (Toulouse 3),0.0,0.0,0.0,18.9,19.2,37.4,18.1
237,201-300,Polytechnic Institute of Milan,0.0,7.2,14.7,10.9,7.1,34.0,20.3
238,201-300,Pompeu Fabra University,0.0,0.0,0.0,10.9,20.1,27.8,37.7
239,201-300,Queen's University,0.0,0.0,20.8,0.0,9.0,33.4,22.3
240,201-300,Queensland University of Technology,0.0,0.0,0.0,18.9,4.9,38.4,22.2
241,201-300,RWTH Aachen University,0.0,0.0,0.0,18.9,6.4,43.0,23.5
242,201-300,Soochow University (China),0.0,0.0,0.0,18.9,7.7,45.4,17.4
243,201-300,South China University of Technology,0.0,0.0,0.0,24.4,2.9,45.3,19.1
244,201-300,Southeast University,0.0,0.0,0.0,18.9,4.3,48.3,18.4
245,201-300,Stony Brook University,0.0,0.0,0.0,10.9,20.9,37.7,17.6
246,201-300,Sungkyunkwan University,0.0,0.0,0.0,10.9,12.2,50.8,21.6
247,201-300,Swedish University of Agricultural Sciences,0.0,0.0,0.0,18.9,13.4,30.1,31.3
248,201-300,The Hong Kong Polytechnic University,0.0,0.0,0.0,21.8,3.6,41.3,25.7
249,201-300,The Hong Kong University of Science and Technology,0.0,0.0,0.0,21.8,9.2,33.9,28.4
250,201-300,The University of Auckland,0.0,13.4,0.0,10.9,10.0,42.7,21.1
251,201-300,The University of Dundee,0.0,0.0,0.0,21.8,16.8,24.3,26.3
252,201-300,The University of Georgia,0.0,0.0,0.0,15.4,16.8,43.8,18.3
253,201-300,The University of Reading,0.0,0.0,0.0,28.9,10.7,28.4,25.7
254,201-300,The University of Texas at Dallas,0.0,13.4,0.0,15.4,10.6,29.7,24.5
255,201-300,The University of Texas Health Science Center at San Antonio,0.0,0.0,0.0,28.9,8.1,24.9,22.1
256,201-300,"University at Buffalo, the State University of New York",0.0,0.0,0.0,18.9,11.6,39.5,17.6
257,201-300,University of Aberdeen,0.0,0.0,13.1,15.4,11.7,31.3,22.4
258,201-300,University of Alabama at Birmingham,0.0,0.0,0.0,18.9,9.4,41.7,15.8
259,201-300,University of Antwerp,0.0,0.0,0.0,18.9,9.8,38.0,30.0
260,201-300,University of Barcelona,0.0,0.0,0.0,15.4,12.3,51.0,20.4
261,201-300,University of Belgrade,0.0,0.0,0.0,15.4,4.5,43.6,23.1
262,201-300,University of Bergen,0.0,0.0,0.0,15.4,14.1,38.1,21.9
263,201-300,University of Bochum,0.0,0.0,0.0,18.9,9.3,35.1,20.3
264,201-300,University of Bologna,0.0,0.0,0.0,18.9,9.0,49.4,19.2
265,201-300,University of Buenos Aires,0.0,14.4,23.7,0.0,8.0,35.1,22.0
266,201-300,University of Electronic Science and Technology of China,0.0,0.0,0.0,24.4,3.6,38.9,17.9
267,201-300,University of Granada,0.0,0.0,0.0,24.4,6.2,40.3,16.4
268,201-300,University of Hawaii at Manoa,0.0,0.0,0.0,18.9,21.6,35.3,21.2
269,201-300,University of Houston,0.0,0.0,0.0,18.9,11.1,38.6,21.7
270,201-300,University of Illinois at Chicago,0.0,0.0,0.0,18.9,12.2,44.7,18.8
271,201-300,University of Jena,0.0,0.0,0.0,18.9,12.3,32.9,19.8
272,201-300,University of Kansas,0.0,17.6,0.0,15.4,13.0,41.2,16.5
273,201-300,University of Cologne,0.0,0.0,11.4,0.0,20.6,39.5,22.9
274,201-300,University of Lorraine,0.0,11.4,16.1,10.9,10.8,34.8,13.6
275,201-300,University of Mainz,0.0,0.0,7.6,10.9,18.0,36.4,21.2
276,201-300,"University of Maryland, Baltimore",0.0,0.0,0.0,26.7,13.9,36.6,18.4
277,201-300,University of Milan,0.0,16.8,0.0,10.9,9.5,48.3,22.7
278,201-300,University of Missouri - Columbia,0.0,8.8,0.0,10.9,10.8,39.0,16.0
279,201-300,University of Montpellier,0.0,10.2,0.0,10.9,16.3,38.3,18.0
280,201-300,University of Notre Dame,0.0,12.4,0.0,18.9,13.9,32.0,21.0
281,201-300,University of Oregon,0.0,8.8,0.0,15.4,14.0,28.7,20.3
282,201-300,University of Pisa,0.0,13.4,22.8,0.0,5.9,38.5,23.1
283,201-300,University of South Florida,0.0,0.0,0.0,21.8,8.5,39.8,19.4
284,201-300,University of Sussex,0.0,0.0,22.1,0.0,12.0,31.6,24.1
285,201-300,University of Tasmania,0.0,0.0,0.0,15.4,14.2,32.4,26.0
286,201-300,University of Tennessee - Knoxville,0.0,10.2,0.0,10.9,14.9,41.2,20.1
287,201-300,University of the Witwatersrand,0.0,18.3,0.0,15.4,10.8,36.7,21.5
288,201-300,University of Tsukuba,0.0,0.0,19.3,0.0,12.8,36.3,16.9
289,201-300,University of Turin,0.0,15.2,0.0,15.4,7.0,42.4,21.0
290,201-300,University of Ulm,0.0,0.0,0.0,21.8,13.1,31.3,20.1
291,201-300,University of Waterloo,0.0,0.0,0.0,18.9,13.9,42.5,22.5
292,201-300,University of Wollongong,0.0,0.0,0.0,18.9,12.1,35.3,26.5
293,201-300,University of York,0.0,0.0,0.0,15.4,15.1,33.8,21.7
294,201-300,Virginia Commonwealth University,0.0,10.2,13.9,18.9,6.6,35.6,15.7
295,201-300,Vrije Universiteit Brussel (VUB),0.0,13.4,0.0,10.9,11.4,32.6,29.2
296,201-300,Western University,0.0,0.0,0.0,15.4,10.3,43.6,20.4
297,201-300,Wuhan University,0.0,0.0,0.0,10.9,4.4,51.7,15.5
298,201-300,Xian Jiao Tong University,0.0,0.0,0.0,10.9,9.1,56.7,20.6
299,201-300,Yeshiva University,0.0,0.0,0.0,10.9,22.7,32.7,23.2
300,201-300,Yonsei University,0.0,0.0,0.0,10.9,5.7,54.5,21.0
301,301-400,Autonomous University of Barcelona,0.0,0.0,0.0,0.0,13.2,46.3,21.6
302,301-400,Autonomous University of Madrid,0.0,0.0,0.0,10.9,12.4,39.0,18.7
303,301-400,Beihang University,0.0,0.0,0.0,0.0,6.9,44.2,18.0
304,301-400,Boston College,0.0,0.0,0.0,10.9,15.4,24.6,17.1
305,301-400,Brandeis University,0.0,19.0,0.0,10.9,16.9,18.8,26.5
306,301-400,Brigham Young University,0.0,8.8,0.0,15.4,8.0,25.7,13.8
307,301-400,Capital Medical University,0.0,0.0,0.0,0.0,2.8,41.0,36.0
308,301-400,Central South University,0.0,0.0,0.0,0.0,2.9,54.1,18.3
309,301-400,Chang Gung University,0.0,0.0,0.0,10.9,2.3,35.3,23.8
310,301-400,Chiba University,0.0,0.0,0.0,15.4,10.0,28.7,17.4
311,301-400,China University of Geosciences (Wuhan),0.0,0.0,0.0,21.8,7.9,27.6,16.8
312,301-400,Complutense University of Madrid,0.0,19.0,0.0,0.0,9.8,41.9,13.5
313,301-400,Dalhousie University,0.0,12.4,0.0,0.0,12.5,34.6,18.5
314,301-400,Dalian University of Technology,0.0,0.0,0.0,10.9,6.3,43.9,17.5
315,301-400,East China University of Science and Technology,0.0,0.0,0.0,15.4,3.8,36.4,18.2
316,301-400,Eindhoven University of Technology,0.0,0.0,0.0,18.9,8.6,31.1,24.8
317,301-400,ESPCI ParisTech,0.0,7.2,18.6,0.0,12.5,14.8,31.7
318,301-400,Federal University of Rio de Janeiro,0.0,0.0,0.0,0.0,9.6,41.8,21.3
319,301-400,Griffith University,0.0,0.0,0.0,0.0,9.8,39.9,21.6
320,301-400,Hannover Medical School,0.0,0.0,0.0,15.4,10.3,30.9,17.9
321,301-400,Hiroshima University,0.0,0.0,0.0,15.4,8.2,32.7,16.3
322,301-400,Hunan University,0.0,0.0,0.0,10.9,2.8,37.6,17.8
323,301-400,Indian Institute of Science,0.0,0.0,0.0,10.9,2.8,39.4,20.3
324,301-400,Indiana University-Purdue University at Indianapolis,0.0,0.0,0.0,10.9,12.3,39.5,14.9
