uid,ranking,uniname,Total Score,alumni,award,HiCi,N&S,PUB,PCP
159,151-200,Nanjing University,0.0,0,0,13.5,11.5,59.4,20.2
160,151-200,National Taiwan University,0.0,11.4,0,16.6,11.6,53,19.7
161,151-200,North Carolina State University - Raleigh,0.0,0,0,21.4,13.5,44.7,20
162,151-200,Oregon Health and Science University,0.0,0,0,16.6,24.3,37.2,21.3
163,151-200,Oregon State University,0.0,10.2,0,19.2,21.9,38.8,23.8
164,151-200,Queen Mary University of London,0.0,17.6,0,19.2,17.4,39.3,24
165,151-200,Sichuan University,0.0,0,0,13.5,9.2,61.7,14.5
166,151-200,Sungkyunkwan University,0.0,0,0,16.6,13.1,51.4,22.4
167,151-200,Technical University of Denmark,0.0,5.1,11.4,16.6,16.8,42.7,24.6
168,151-200,Tel Aviv University,0.0,0,0,9.6,18.8,51.8,27.4
169,151-200,Texas A&M University,0.0,0,0,21.4,16.6,55.1,18.7
170,151-200,The Chinese University of Hong Kong,0.0,0,13.9,13.5,11.6,46.9,26.2
171,151-200,The University of Calgary,0.0,0,0,19.2,14.5,48.3,20.8
172,151-200,The University of Glasgow,0.0,7.2,0,21.4,19.2,44.2,23.5
173,151-200,Tokyo Institute of Technology,0.0,12.4,29.4,0,14.4,37.8,28.6
174,151-200,Trinity College Dublin,0.0,15.2,13.1,16.6,16.2,33.5,21.6
175,151-200,TU Dresden,0.0,0,0,21.4,17.5,43.2,25.1
176,151-200,Tufts University,0.0,18.3,16.1,16.6,12.5,35.6,25.1
177,151-200,Université Grenoble Alpes,0.0,0,14.7,0,24.2,47,20.5
178,151-200,Université libre de Bruxelles (ULB),0.0,19.7,26.3,0,14.6,34.6,32
179,151-200,University of Barcelona,0.0,0,0,27.1,12.5,53.3,23.2
180,151-200,"University of California, Riverside",0.0,12.4,0,27.1,16.7,35.5,25.7
181,151-200,University of Cologne,0.0,0,11.4,9.6,20,39.7,22.9
182,151-200,University of Exeter,0.0,0,0,30.3,18.7,39.1,26.9
183,151-200,University of Hamburg,0.0,11.4,0,16.6,22.6,39.1,23.9
184,151-200,University of Iowa,0.0,0,0,19.2,14.8,46.9,17.8
185,151-200,University of Leipzig,0.0,11.4,13.1,13.5,10.3,35.7,20.7
186,151-200,University of Lisbon,0.0,0,8,9.6,12.5,50.1,26
187,151-200,University of Massachusetts Amherst,0.0,13.4,0,25.3,15.7,38.5,23.2
188,151-200,University of Massachusetts Medical School - Worcester,0.0,0,19.7,9.6,23.1,26.6,20.5
189,151-200,University of Milan,0.0,16.8,0,13.5,10.1,49.9,23.3
190,151-200,University of Muenster,0.0,19,13.1,16.6,17,35.8,22.9
191,151-200,University of Ottawa,0.0,0,0,13.5,17.8,46.8,22.3
192,151-200,University of Paris Descartes (Paris 5),0.0,11.4,9.3,21.4,10.8,43.5,22.9
193,151-200,University of Rochester,0.0,27.8,7.6,13.5,17.5,39.9,17.9
194,151-200,University of Sao Paulo,0.0,0,0,0,14.2,76.2,17.1
195,151-200,University of Tuebingen,0.0,22.1,0,9.6,18.9,43.1,24.7
196,151-200,University of Vienna,0.0,13.4,0,21.4,19.1,38.1,26.9
197,151-200,University of Virginia,0.0,0,0,19.2,24.6,46.1,19.1
198,151-200,University of Waterloo,0.0,0,0,21.4,12.6,44,23.4
199,151-200,University of Wuerzburg,0.0,19,0,21.4,15.5,32.2,21.4
200,151-200,Xian Jiaotong University,0.0,0,0,9.6,9.3,61.1,17
201,201-300,Aalborg University,0.0,0,0,25.3,6.8,36,21.8
202,201-300,Beihang University,0.0,0,0,16.6,6.8,49.7,16.4
203,201-300,Beijing Normal University,0.0,15.2,0,13.5,7.9,43.8,16.4
204,201-300,Brandeis University,0.0,19,12,9.6,16.4,18.7,27.8
205,201-300,Central South University,0.0,0,0,13.5,4.9,59.8,16.5
206,201-300,Chalmers University of Technology,0.0,0,0,16.6,11.8,32,24.2
207,201-300,Charles University in Prague,0.0,8.8,0,13.5,8.9,46.9,19.9
208,201-300,China Medical University (Taichung),0.0,0,0,30.3,2.6,33.2,31
209,201-300,City University of Hong Kong,0.0,0,0,25.3,6.1,41.2,27.1
210,201-300,Claude Bernard University Lyon 1,0.0,10.2,0,9.6,19.9,43.2,19.9
211,201-300,Colorado State University,0.0,0,0,9.6,16.9,38.9,19.5
212,201-300,Complutense University of Madrid,0.0,19,0,0,12.2,44,14.5
213,201-300,Dalian University of Technology,0.0,0,0,13.5,7.3,47.5,15.7
214,201-300,Dartmouth College,0.0,17.6,0,16.6,13.4,26.7,22.2
215,201-300,Deakin University,0.0,0,0,23.5,9.2,41.2,25.8
216,201-300,Durham University,0.0,0,0,23.5,15.6,36.2,23.4
217,201-300,Florida State University,0.0,0,0,13.5,15.3,39.3,20.2
218,201-300,George Mason University,0.0,0,31.5,0,6.1,29.5,19.4
219,201-300,Georgetown University,0.0,0,0,27.1,6,33,23.8
220,201-300,Hanyang University,0.0,0,0,13.5,9.5,42.7,22.1
221,201-300,Iowa State University,0.0,0,0,23.5,9.1,42,20.6
222,201-300,James Cook University,0.0,0,0,16.6,14.9,29.5,27.9
223,201-300,Jilin University,0.0,0,0,13.5,7.4,58.3,13.3
224,201-300,Karlsruhe Institute of Technology (KIT),0.0,0,0,16.6,14.4,38,21.5
225,201-300,King Abdullah University of Science and Technology,0.0,0,0,27.1,14,30.8,21.2
226,201-300,Korea Advanced Institute of Science and Technology,0.0,0,0,16.6,14,40.7,28.2
227,201-300,Korea University,0.0,0,0,9.6,9.3,55.1,22.8
228,201-300,KTH Royal Institute of Technology,0.0,0,14.7,0,13.8,40.8,28.5
229,201-300,Kyushu University,0.0,0,0,9.6,12.6,46.5,19
230,201-300,Laval University,0.0,0,0,16.6,10.5,39.2,18.4
231,201-300,Maastricht University,0.0,0,0,13.5,4.7,44.3,26.5
232,201-300,Macquarie University,0.0,0,0,16.6,13.1,39.3,26.6
233,201-300,Medical University of Vienna,0.0,8.8,9.3,13.5,11.8,35.5,21.5
234,201-300,National Autonomous University of Mexico,0.0,12.4,0,0,11.4,52.4,26.6
235,201-300,Newcastle University,0.0,0,0,13.5,17,42.2,20.9
236,201-300,Northeastern University (Boston),0.0,0,0,13.5,18.7,33.9,22.5
237,201-300,Paul Sabatier University (Toulouse 3),0.0,0,0,13.5,18.9,37.1,17.3
238,201-300,Polytechnic Institute of Milan,0.0,7.2,14.7,9.6,5.4,35,20.3
239,201-300,Pompeu Fabra University,0.0,0,0,13.5,20.1,28.5,39.4
240,201-300,Queen's University,0.0,0,20.8,0,9.3,35,23.1
241,201-300,Queensland University of Technology,0.0,0,0,21.4,5.7,38.5,23.4
242,201-300,RWTH Aachen University,0.0,0,0,13.5,7.1,44.9,23.2
243,201-300,Sapienza University of Rome,0.0,11.4,13.1,0,8.7,51.2,18.9
244,201-300,Soochow University (China),0.0,0,0,19.2,7.8,48.1,14.4
245,201-300,South China University of Technology,0.0,0,0,16.6,3,50.6,15.9
246,201-300,Southeast University,0.0,0,0,19.2,5.9,52.6,16.4
247,201-300,Swedish University of Agricultural Sciences,0.0,0,0,13.5,14.7,30.7,30.7
248,201-300,The George Washington University,0.0,11.4,0,9.6,10.9,37.9,19.5
249,201-300,The Hong Kong Polytechnic University,0.0,0,0,23.5,3.9,44.8,26.9
250,201-300,The Hong Kong University of Science and Technology,0.0,0,0,21.4,8.8,34.1,27.7
251,201-300,The University of Auckland,0.0,13.4,0,16.6,9,45,20.4
252,201-300,The University of Georgia,0.0,0,0,13.5,17.6,44.8,18.3
253,201-300,The University of Reading,0.0,0,0,23.5,11.5,29,23.7
254,201-300,Tianjin University,0.0,0,0,0,9.3,58.2,17.7
255,201-300,University of Aberdeen,0.0,0,13.1,13.5,11.1,31.6,22.7
256,201-300,University of Alabama at Birmingham,0.0,0,0,16.6,9.2,43.4,15.9
257,201-300,University of Antwerp,0.0,0,0,13.5,9.1,38.6,28.4
258,201-300,University of Bergen,0.0,0,0,9.6,14.7,39.1,21.3
259,201-300,University of Bologna,0.0,0,0,19.2,8.2,50,19.7
260,201-300,University of Bordeaux,0.0,0,0,13.5,17.2,41.2,18.1
261,201-300,University of Buenos Aires,0.0,14.4,23.7,0,8.7,35.7,22
262,201-300,University of Colorado at Denver,0.0,0,0,23.5,14.4,32.3,13
263,201-300,University of Delaware,0.0,10.2,16.1,9.6,10.4,33.3,19
264,201-300,University of East Anglia,0.0,19,0,13.5,16.4,30.5,24.9
265,201-300,University of Electronic Science and Technology of China,0.0,0,0,30.3,4.3,42,16.1
266,201-300,University of Erlangen-Nuremberg,0.0,0,0,19.2,15.7,41.3,23.6
267,201-300,University of Granada,0.0,0,0,23.5,4.2,40.8,16.3
268,201-300,University of Hawaii at Manoa,0.0,0,0,19.2,20.8,35.9,21.6
269,201-300,University of Houston,0.0,0,0,13.5,12,40.1,21.5
270,201-300,University of Illinois at Chicago,0.0,0,0,13.5,13,45.5,18.3
271,201-300,University of Innsbruck,0.0,0,9.3,19.2,18.4,27,27.4
272,201-300,University of Kansas,0.0,17.6,0,13.5,11.2,41.9,16.3
273,201-300,University of Kiel,0.0,10.2,13.1,16.6,12.2,31.5,19.8
274,201-300,University of Leicester,0.0,0,0,13.5,16.8,32.1,20.8
275,201-300,University of Lorraine,0.0,11.4,16.1,9.6,11.7,36.1,14
276,201-300,University of Mainz,0.0,0,7.6,0,18.7,38.1,21.1
277,201-300,"University of Maryland, Baltimore",0.0,0,0,16.6,12.4,38.8,17.2
278,201-300,University of Miami,0.0,0,0,16.6,13.6,42,20.7
279,201-300,University of Missouri - Columbia,0.0,8.8,0,13.5,11,39.6,16.4
280,201-300,University of Montpellier,0.0,10.2,0,9.6,18.7,40.6,19.2
281,201-300,University of Naples Federico II,0.0,0,0,9.6,6.6,46.8,19.4
282,201-300,University of Nebraska - Lincoln,0.0,16.8,0,19.2,12.3,37.4,21
283,201-300,University of Notre Dame,0.0,12.4,0,16.6,14.5,32.8,20.8
284,201-300,University of Padua,0.0,0,0,9.6,13.1,51.9,22.4
285,201-300,University of Pisa,0.0,13.4,22.8,0,5.9,40.3,23.7
286,201-300,University of South Florida,0.0,0,0,16.6,9.5,39.2,18.2
287,201-300,University of Sussex,0.0,0,22.1,9.6,13.2,30.6,23.8
288,201-300,University of Tasmania,0.0,0,0,16.6,11.8,34.3,26.6
289,201-300,University of Tennessee - Knoxville,0.0,10.2,0,13.5,13.9,42.9,21
290,201-300,University of the Witwatersrand,0.0,18.3,0,13.5,10.7,38.9,21.8
291,201-300,University of Toulouse 1,0.0,0,29.4,9.6,0.0,11.6,32.2
292,201-300,University of Tsukuba,0.0,0,19.3,0,13.6,37.8,17.4
293,201-300,University of Turin,0.0,15.2,0,16.6,8.1,43.2,21.5
294,201-300,University of Ulm,0.0,0,0,21.4,13.6,31.8,19.9
295,201-300,University of Wollongong,0.0,0,0,19.2,12.4,36.3,26.5
296,201-300,Virginia Commonwealth University,0.0,10.2,13.9,16.6,5.7,36.9,15.5
297,201-300,Virginia Polytechnic Institute and State University,0.0,11.4,0,9.6,12.2,43.9,18.5
298,201-300,Vrije Universiteit Brussel (VUB),0.0,13.4,0,9.6,11.6,32.9,28.6
299,201-300,Western University,0.0,0,0,13.5,11.5,45.5,21
300,201-300,Wuhan University,0.0,0,0,9.6,5.7,57.4,14.5
301,301-400,Aalto University,0.0,0,0,9.6,11,34.6,18.4
302,301-400,Autonomous University of Barcelona,0.0,0,0,0,11.2,47.8,22.7
303,301-400,Autonomous University of Madrid,0.0,0,0,9.6,12.8,40.3,19.5
304,301-400,Boston College,0.0,0,0,13.5,16.8,23.5,17.8
305,301-400,Chiba University,0.0,0,0,13.5,10.8,29.5,17.5
306,301-400,China Agricultural University,0.0,0,0,9.6,12.2,37.8,15.5
307,301-400,Dalhousie University,0.0,12.4,0,0,11.4,35.7,18.9
308,301-400,Drexel University,0.0,0,0,19.2,9.7,31.4,21.8
309,301-400,East China University of Science and Technology,0.0,0,0,13.5,3.8,37.1,14.1
310,301-400,Ecole Normale Superieure - Lyon,0.0,0,19.7,0,6.6,24.4,35.6
311,301-400,Eindhoven University of Technology,0.0,0,0,13.5,8.7,31.8,23
312,301-400,ESPCI ParisTech,0.0,7.2,18.6,0,13.8,15.9,33.2
313,301-400,Federal University of Rio de Janeiro,0.0,0,0,0,10,42.2,21.2
314,301-400,Griffith University,0.0,0,0,0,9.2,41.8,22.5
315,301-400,Hannover Medical School,0.0,0,0,13.5,9.5,30.8,17.1
316,301-400,Hunan University,0.0,0,0,13.5,5.9,40.4,15.2
317,301-400,Indiana University-Purdue University at Indianapolis,0.0,0,0,9.6,12.9,40,14.9
318,301-400,Keio University,0.0,0,0,9.6,12.6,35.4,15.2
319,301-400,King Fahd University of Petroleum & Minerals,0.0,0,0,23.5,2.1,24.9,21
320,301-400,Kyung Hee University,0.0,0,0,13.5,4.8,40.7,17.3
321,301-400,La Trobe University,0.0,0,0,13.5,8.5,34.3,26.2
322,301-400,Lancaster University,0.0,0,0,13.5,10.1,33.6,20.2
323,301-400,Lanzhou University,0.0,0,0,9.6,5.6,42.5,15
324,301-400,Linkoping University,0.0,0,0,13.5,7.2,35.9,19.4
325,301-400,Louisiana State University - Baton Rouge,0.0,0,0,9.6,11.2,34.8,18
326,301-400,Medical University of South Carolina,0.0,0,0,9.6,7.3,31.7,38.4
327,301-400,Nanjing Agricultural University,0.0,0,0,9.6,9.2,35.5,14.3
328,301-400,Nanjing University of Science and Technology,0.0,0,0,9.6,8.1,36.6,13.3
329,301-400,Nankai University,0.0,0,0,16.6,3.9,40.6,15
330,301-400,National and Kapodistrian University of Athens,0.0,0,0,13.5,5.1,38.3,20
331,301-400,National Cheng Kung University,0.0,0,0,9.6,6.9,37.8,17
332,301-400,Northwestern Polytechnical University,0.0,0,0,13.5,3.1,42.5,14.7
333,301-400,Okayama University,0.0,0,0,13.5,12,29.6,14.3
334,301-400,Paris Dauphine University (Paris 9),0.0,20.3,26.3,0,0,14.3,29.3
335,301-400,Queen's University Belfast,0.0,17.6,0,0,11.6,32.9,19.4
336,301-400,RMIT University,0.0,0,0,13.5,5.9,34.6,20.7
337,301-400,Saint Petersburg State University,0.0,26.4,0,0,5.7,36.4,20.2
338,301-400,Shandong University,0.0,0,0,0,2.1,60.5,14.2
339,301-400,Simon Fraser University,0.0,0,0,9.6,11.7,35.7,20.2
340,301-400,Stony Brook University,0.0,0,0,0,21,38.7,17
341,301-400,Swinburne University of Technology,0.0,0,0,13.5,9.7,26.5,25.2
342,301-400,Technical University of Berlin,0.0,16.1,0,13.5,9,31.5,18.2
343,301-400,Temple University,0.0,0,0,9.6,11,37.3,13.3
344,301-400,The University of Dundee,0.0,0,0,16.6,14.7,24.4,25
345,301-400,The University of New Mexico - Albuquerque,0.0,0,0,9.6,16.4,34.8,15.8
346,301-400,"The University of Newcastle, Australia",0.0,0,0,13.5,5.7,37.7,25.4
347,301-400,The University of Texas at Dallas,0.0,13.4,0,9.6,10.4,29.3,22.6
348,301-400,The University of Texas Health Science Center at Houston,0.0,0,15.2,0,13.6,34.4,15.3
349,301-400,The University of Texas Health Science Center at San Antonio,0.0,0,0,21.4,7.7,24.4,18.4
