uid,ranking,uniname,Total Score,alumni,award,HiCi,N&S,PUB,PCP
45,45,University of Paris Sud (Paris 11),32.3,31.7,46,12.5,20.8,49.9,23.6
46,46,"University of California, Davis",32,0,0,47.2,31.7,63,26
47,46,"University of California, Irvine",32,0,29.3,36.7,26.3,49.3,26.9
48,46,University of Southern California,32,0,26.7,38.8,26.3,53.1,20
49,49,The University of Texas Southwestern Medical Center at Dallas,31.8,20.6,33.1,30.5,29.9,38.4,23.5
50,50,Utrecht University,31.7,26.1,20.9,27.9,30.4,48.2,26.1
51,51,University of Zurich,31.2,10.7,26.7,26.4,28.7,50.6,27
52,52,University of Munich,31.1,31.5,22.8,16.1,26.3,54.5,30.7
53,53,Vanderbilt University,31,17.7,29.5,31.4,20.2,50.8,19.1
54,54,"Rutgers, The State University of New Jersey",30.9,13.1,19.9,40.1,27.9,43.7,23.2
55,54,The University of Edinburgh,30.9,19.2,16.6,26,34.2,51.3,23.9
56,56,Technical University Munich,30.7,39.2,23.5,24.9,19.5,46.5,29.2
57,56,University of Pittsburgh,30.7,21.3,0,42,23.4,63.1,19
58,58,Carnegie Mellon University,30.2,32.9,32.7,30.5,15.2,34.2,34.3
59,59,The Australian National University,29.6,15.1,12.6,36,27.8,43.8,31.1
60,59,The Ohio State University - Columbus,29.6,15.1,0,41.7,22.8,62,19.1
61,61,McGill University,29.5,31.1,0,32.2,22.9,59.6,25.3
62,62,University of Melbourne,29.3,19.9,14.1,22.8,18.7,63.1,27
63,63,King's College London,29.1,14.1,23,31.4,16.7,50.7,25
64,63,University of Heidelberg,29.1,16.9,27,17.6,23,50.6,28.6
65,65,Brown University,29,16,13.6,31.4,29.6,41.9,32.1
66,66,University of Bristol,28.9,9.2,17.8,28.8,29.1,47.3,25.1
67,66,Uppsala University,28.9,22,32.1,14.4,19.9,49.5,26.6
68,68,University of Florida,28.8,19.2,0,36.7,20.6,63.9,17.5
69,69,Purdue University - West Lafayette,28.6,16,16.6,29.7,22.4,51.8,20.6
70,70,Leiden University,28.4,21.3,15.4,27.9,19.9,47.8,32.4
71,71,Ecole Normale Superieure - Paris,28.3,50.8,24.4,12.5,18.7,27.9,56.7
72,72,The Hebrew University of Jerusalem,28.1,31.5,19.9,24.9,20.8,41.6,26.5
73,72,University of Helsinki,28.1,16,17.8,22.8,20.6,52.7,28.2
74,74,Moscow State University,27.9,46.8,34.1,0,9.6,52.4,31.2
75,75,Osaka University,27.7,10.7,0,26.9,27.9,60.2,27.8
76,75,University of Oslo,27.7,22,33.3,17.6,13.5,46.6,24.3
77,77,Boston University,27.3,13.1,11.5,29.7,24.7,50,19.3
78,78,University of Arizona,26.8,0,0,29.7,37.5,52.1,21.6
79,79,Stockholm University,26.4,25,29.5,16.1,20.4,37.5,24.2
80,79,Nagoya University,26.4,24.4,14.1,16.1,24.3,48.1,26.1
81,81,Arizona State University - Tempe,26.1,0,19.9,24.9,26.9,44.3,21.1
82,82,University of Rochester,25.8,0,11.5,30.5,27,46.6,19.2
83,82,University of Utah,25.8,28.2,8.9,26.9,20.6,43.3,21.9
84,84,Tohoku University,25.7,16,0,21.6,20.8,60.3,27.4
85,84,University of Nottingham,25.7,13.1,19.9,23.9,16.1,47.6,20.9
86,86,Michigan State University,25.5,10.7,0,37.4,19.1,52.4,18.7
87,86,University of Basel,25.5,22,17,22.8,19.4,36.2,34.5
88,88,McMaster University,25.2,14.1,18.9,22.8,14.8,47.3,22.8
89,88,The University of Sheffield,25.2,19.9,14.1,21,21.3,44.3,22.6
90,90,Ghent University,25.1,7.5,15.4,17.6,15.1,54.4,30.4
91,90,Indiana University Bloomington,25.1,11.9,22.7,24.9,18.5,39.9,19.6
92,92,University of Sydney,25,16.9,0,20.4,18.4,61.4,25.1
93,93,University of Bonn,24.9,16.9,19.9,14.4,23.3,42.5,24.3
94,93,University of Goettingen,24.9,32.9,19.9,14.4,17.2,40.7,24.3
95,95,Texas A&M University - College Station,24.8,0,0,34.5,21,54,21
96,96,University of Virginia,24.5,0,0,34.5,26.8,47.5,19.5
97,97,Case Western Reserve University,24.3,34.5,11.5,21.6,14.3,41.9,22.7
98,98,Aarhus University,24.2,13.1,18.9,7.2,23.5,48.4,25.4
99,99,Rice University,24,18.5,21.8,21.6,18.8,30.2,29.6
100,99,University of Birmingham,24,21.3,10.9,21.6,16.2,46.4,20.7
101,101-150,Baylor College of Medicine,0,0,0,19,32.1,41,20
102,101-150,Catholic University of Leuven,0,0,0,21.6,15,53.8,25.5
103,101-150,Catholic University of Louvain,0,11.9,13.6,17.6,13.8,41.9,28.3
104,101-150,Emory University,0,0,0,30.5,24.1,50.5,18.1
105,101-150,Georgia Institute of Technology,0,14.1,0,26,23.8,45.2,27.1
106,101-150,Lund University,0,25,0,24.9,17,50.1,21.8
107,101-150,Mayo Medical School,0,0,0,24.9,16.1,48,24.7
108,101-150,National Taiwan University,0,13.1,0,16.1,11.6,59.6,19.7
109,101-150,National University of Singapore,0,0,0,10.2,14.6,59.1,27
110,101-150,North Carolina State University - Raleigh,0,0,0,27.9,15.9,42.9,19.2
111,101-150,Oregon State University,0,13.1,0,26.9,24.7,36.5,23.8
112,101-150,Seoul National University,0,0,0,7.2,13.1,66.5,20.3
113,101-150,Swiss Federal Institute of Technology of Lausanne,0,0,0,23.9,20.1,40.4,34
114,101-150,Technion-Israel Institute of Technology,0,16,23,16.1,14,36.9,21.7
115,101-150,Tel Aviv University,0,0,0,23.9,15.9,50.9,25.5
116,101-150,The University of Georgia,0,0,0,26.9,19.8,44.2,18.5
117,101-150,The University of Queensland,0,14.1,0,12.5,24,57.3,25.9
118,101-150,The University of Western Australia,0,15.1,14.1,21.6,13.1,42.6,26.4
119,101-150,Tokyo Institute of Technology,0,14.1,0,21.6,22.8,44.4,29.5
120,101-150,Tufts University,0,16,16.6,22.8,13,37.4,25.9
121,101-150,University Libre Bruxelles,0,18.5,18.9,12.5,13.1,32,25.6
122,101-150,University of Alberta,0,13.1,0,20.4,21.3,56.9,21.8
123,101-150,University of Amsterdam,0,7.5,0,19,20.9,51.9,26.3
124,101-150,"University of California, Riverside",0,14.1,0,27.9,26.6,34.4,27.9
125,101-150,"University of California, Santa Cruz",0,0,0,27.9,32,30.8,31.7
126,101-150,University of Frankfurt,0,34.1,8.9,19,16.6,39.6,23.4
127,101-150,University of Freiburg,0,21.3,20.9,16.1,18,37.4,22.5
128,101-150,University of Geneva,0,25,0,20.4,24.9,37.2,24.5
129,101-150,University of Groningen,0,0,19.9,17.6,16.3,46.2,26.7
130,101-150,University of Hawaii at Manoa,0,0,0,26,27.9,37.6,18.8
131,101-150,University of Iowa,0,0,0,33,23.6,46.7,19.2
132,101-150,University of Leeds,0,19.2,0,14.4,22.8,44,19.3
133,101-150,University of Liverpool,0,19.9,15.4,12.5,17.6,40.3,20.1
134,101-150,University of Massachusetts Amherst,0,15.1,0,33,17.5,36,22.3
135,101-150,University of Massachusetts Medical School - Worcester,0,0,19.9,14.4,26.7,28.2,21.2
136,101-150,University of Miami,0,0,0,23.9,20.7,43.2,16.2
137,101-150,University of Milan,0,19.2,0,19,13.2,48.6,19.4
138,101-150,University of Montreal,0,13.1,0,14.4,18,53.4,20.8
139,101-150,University of Muenster,0,21.3,15.4,12.5,15,35.8,20.2
140,101-150,University of Paris Diderot (Paris 7),0,15.5,13.8,14.4,21.9,42,16.5
141,101-150,University of Pisa,0,16,23.5,16.1,4.1,38.9,18.5
142,101-150,University of Roma - La Sapienza,0,14.1,15.4,10.2,13.7,50.6,14
143,101-150,University of Sao Paulo,0,0,0,10.2,13.3,76.3,15.4
144,101-150,University of Strasbourg,0,25,22.4,17.6,15.9,36.6,19.3
145,101-150,University of Sussex,0,0,22.7,19,15.7,27.1,25.2
146,101-150,University of Tuebingen,0,25,0,14.4,17.4,42,22.2
147,101-150,University of Wageningen,0,0,0,28.8,14.3,39.3,30.3
148,101-150,University of Wuerzburg,0,21.3,8.9,23.3,13.7,35,20.8
149,101-150,VU University Amsterdam,0,0,0,23.9,13.4,51.8,28.2
150,101-150,Weizmann Institute of Science,0,14.1,16.2,23.9,28,29.4,22.2
151,151-200,Cardiff University,0,0,16.2,7.2,20.3,42.2,17.5
152,151-200,Colorado State University,0,0,0,27.9,13.8,37.1,20.4
153,151-200,Dartmouth College,0,20.6,0,22.8,18.1,30.7,22.6
154,151-200,Delft University of Technology,0,13.1,0,7.2,21.5,40.3,21.5
155,151-200,Erasmus University Rotterdam,0,0,15.4,21.6,5.2,33.5,25.6
156,151-200,Florida State University,0,0,0,20.4,18.4,39.5,19
157,151-200,George Mason University,0,0,32.1,10.2,7.1,28.5,17.8
158,151-200,Hokkaido University,0,0,0,16.1,16.1,47.7,20.3
159,151-200,Iowa State University,0,0,0,22.8,13.7,42.9,20.2
160,151-200,Joseph Fourier University (Grenoble 1),0,0,15.4,10.2,19.8,37.9,17.3
161,151-200,Kyushu University,0,0,0,14.4,17.6,49.7,20.7
162,151-200,Louisiana State University - Baton Rouge,0,0,0,19,16,38,15.3
163,151-200,Monash University,0,0,0,10.2,16.2,52.4,20.7
164,151-200,Mount Sinai School of Medicine,0,0,0,19,19.3,35.4,17.8
165,151-200,National Autonomous University of Mexico,0,14.1,0,7.2,12.7,50.6,23.4
166,151-200,Oregon Health and Science University,0,0,0,19,19.7,35.4,20.6
167,151-200,Peking University,0,0,0,0,13.5,59,17.1
168,151-200,Radboud University Nijmegen,0,0,0,10.2,19.4,48.5,29.9
169,151-200,State University of New York at Stony Brook,0,0,0,19,22.8,37.9,18.2
170,151-200,Technical University of Denmark,0,7.5,12.6,17.6,13.9,36.5,19.7
171,151-200,The Chinese University of Hong Kong,0,0,14.1,14.4,6.1,43.1,21.5
172,151-200,The University of Alabama at Birmingham,0,0,0,16.1,18.5,42.4,15.3
173,151-200,The University of Calgary,0,0,0,10.2,17,46.2,17.2
174,151-200,The University of Connecticut - Storrs,0,13.1,0,16.1,13.5,37,17
175,151-200,The University of Glasgow,0,10.7,0,21.6,15.5,42.8,17.8
176,151-200,The University of Texas Health Science Center at Houston,0,0,15.4,17.6,16.4,30.4,18.6
177,151-200,The University of Texas M. D. Anderson Cancer Center,0,0,0,21.6,15.6,42.8,27.5
178,151-200,Tsinghua University,0,11.9,0,0,11.8,57.8,17
179,151-200,University of Bern,0,14.1,0,10.2,20.8,39.1,25.4
180,151-200,University of Buenos Aires,0,18.5,25.2,0,6.3,37.9,20.9
181,151-200,University of Delaware,0,11.9,0,22.8,13.3,32.8,18.3
182,151-200,University of Durham,0,0,0,19,18.6,33.3,20.5
183,151-200,University of Hamburg,0,14.1,0,17.6,16.4,34.3,18.8
184,151-200,University of Illinois at Chicago,0,0,0,26.9,9.6,46.1,17.6
185,151-200,University of Kiel,0,13.1,15.4,10.2,12.2,32.9,17.8
186,151-200,University of Cologne,0,0,12.6,7.2,20.8,37.9,19.9
187,151-200,University of Mainz,0,0,8.1,17.6,19.6,38.1,20.6
188,151-200,"University of Maryland, Baltimore",0,0,0,22.8,16.5,38.6,17.8
189,151-200,University of Nebraska - Lincoln,0,19.9,0,16.1,14.8,33.4,15.9
190,151-200,University of New South Wales,0,0,0,19,11.3,52.2,20.9
191,151-200,University of Padua,0,0,0,12.5,18.8,48.8,18.7
192,151-200,University of Paris Descartes (Paris 5),0,13.7,11.9,10.2,16.5,41.1,15.3
193,151-200,University of Southampton,0,0,0,19,17.9,42.6,18.2
194,151-200,University of Tennessee - Knoxville,0,11.9,0,21.6,17,39.1,14.8
195,151-200,University of Tsukuba,0,0,19.9,12.5,8.7,39.1,20
196,151-200,University of Vienna,0,17.7,0,10.2,19.3,37.3,20.7
197,151-200,University of Warwick,0,0,0,24.4,14.8,37.5,20.3
198,151-200,University of Waterloo,0,0,0,19,10.3,41.7,21.1
199,151-200,Virginia Commonwealth University,0,11.9,14.1,17.6,9.9,34.2,14.5
200,151-200,Virginia Polytechnic Institute and State University,0,13.1,0,21.6,15,40.8,17.4
201,201-300,Autonomous University of Madrid,0,0,0,12.5,14.3,38.6,16.6
202,201-300,Brandeis University,0,21.3,0,7.2,18.1,19.8,23.9
203,201-300,Chalmers University of Technology,0,0,0,16.1,11.6,28.4,20.6
204,201-300,Charles University in Prague,0,13.1,0,0,12.3,43.1,18.5
205,201-300,City University of New York City College,0,33.7,0,10.2,9.7,18,20.2
206,201-300,Claude Bernard University Lyon 1,0,13.1,0,0,19.7,40.2,14
207,201-300,Complutense University of Madrid,0,16.9,0,0,9,43.3,11.1
208,201-300,Dalhousie University,0,0,0,14.4,15.6,34.5,17.4
209,201-300,Ecole Polytechnique,0,19.2,0,7.2,9.2,28.6,21.2
210,201-300,Fudan University,0,0,0,0,9.2,48.8,17.4
211,201-300,Industrial Physics and Chemistry Higher Educational Institution - Paris,0,9.2,18.9,0,11.1,16.8,29
212,201-300,Keio University,0,0,0,10.2,11.8,35.5,16.9
213,201-300,Korea Advanced Institute of Science and Technology,0,0,0,7.2,15.7,40.5,29.7
214,201-300,Korea University,0,0,0,0,7,48.1,19.2
215,201-300,Lancaster University,0,0,0,17.6,11.9,28.7,19.7
216,201-300,Laval University,0,0,0,16.1,10.6,39,16
217,201-300,London School of Economics and Political Science,0,16.9,0,16.1,0,26,24.8
218,201-300,Macquarie University,0,0,0,16.1,13.2,29.3,22.1
219,201-300,Medical University of Vienna,0,11.9,15.4,7.2,7.9,33,18.4
220,201-300,Nanjing University,0,0,0,0,12.2,45.9,16.9
221,201-300,National and Kapodistrian University of Athens,0,0,0,12.5,5.1,42.6,19.5
222,201-300,National Cheng Kung University (NCKU),0,0,0,10.2,2.1,48.4,19.5
223,201-300,Newcastle University,0,0,0,14.4,17.5,36.8,17.2
224,201-300,Norwegian University of Science and Technology,0,16,0,10.2,15.1,36.7,17.6
225,201-300,Paul Sabatier University (Toulouse 3),0,0,6.3,0,16.9,38.1,12.6
226,201-300,Polytechnic Institute of Milan,0,9.2,15.4,0,7.7,30.4,14.8
227,201-300,"Queen Mary, U. of London",0,20.6,0,16.1,16.9,27,17.3
228,201-300,Queen's University,0,0,0,16.1,15.3,36.8,20.3
229,201-300,Queen's University,0,19.9,0,0,14.8,33.3,16.2
230,201-300,Rensselaer Polytechnic Institute,0,14.1,0,17.6,11.3,25.1,22.8
231,201-300,Royal Institute of Technology,0,0,15.4,0,9.2,36.2,22.3
232,201-300,RWTH Aachen University,0,5.3,0,7.2,10.3,39.2,18.1
233,201-300,Shanghai Jiao Tong University,0,0,0,0,7.2,58.1,18
234,201-300,Simon Fraser University,0,0,0,14.4,9.2,34.7,18.2
235,201-300,State University of Campinas,0,0,0,7.2,7.8,44.3,19.9
236,201-300,State University of New York at Buffalo,0,0,0,16.1,7.5,39.5,15.1
237,201-300,Swedish University of Agricultural Sciences,0,0,0,12.5,12.1,28.6,22.7
238,201-300,Technical University of Berlin,0,19.9,0,16.1,7.7,29.4,16.2
239,201-300,The George Washington University,0,13.1,0,12.5,10.8,32.5,16.2
240,201-300,The Hong Kong Polytechnic University,0,0,0,14.4,1.5,39.6,18.2
241,201-300,The Hong Kong University of Science and Technology,0,0,0,16.1,5.7,32.7,23.6
242,201-300,The University of Adelaide,0,16.9,0,10.2,11.1,37.4,22.7
243,201-300,The University of Auckland,0,15.1,0,10.2,14.4,36.9,18.7
244,201-300,The University of Hong Kong,0,0,0,14.4,10.4,43.9,22
245,201-300,The University of New Mexico - Albuquerque,0,0,0,12.5,18.3,35.8,15.1
246,201-300,The University of Reading,0,0,0,14.4,16.3,27.8,18.5
247,201-300,The University of Texas Health Science Center at San Antonio,0,0,0,22.8,6.9,30,17.7
248,201-300,Trinity College Dublin,0,13.1,14.1,7.2,10.5,30.3,16.1
249,201-300,Umea University,0,0,0,14.4,12.8,32.9,17.2
250,201-300,University of Aberdeen,0,0,0,10.2,15.8,32.9,19.8
251,201-300,University of Antwerp,0,0,0,12.5,11.7,34.4,25.8
252,201-300,University of Barcelona,0,0,0,7.2,14,51.4,15.9
253,201-300,University of Bergen,0,0,0,7.2,15.1,36.9,18.4
254,201-300,University of Bochum,0,0,0,12.5,12.5,38.9,18.7
255,201-300,University of Bologna,0,0,0,10.2,8.6,48.3,15.8
256,201-300,University of Cape Town,0,21.3,0,10.2,14.2,32.8,17.5
257,201-300,University of Central Florida,0,0,0,18.4,9.5,30.1,16.8
258,201-300,University of Cincinnati,0,0,0,22.8,10.4,40.2,14.5
259,201-300,University of Colorado at Denver,0,0,0,17.6,13.6,41.1,16.4
260,201-300,University of Duesseldorf,0,13.1,0,11.4,12,31.4,16
261,201-300,University of East Anglia,0,15.1,0,16.1,17.4,28.7,21.1
262,201-300,University of Erlangen-Nuremberg,0,0,0,14.4,13.3,40.6,19.7
263,201-300,University of Florence,0,0,0,16.1,11.4,39.7,15.8
264,201-300,University of Gothenburg,0,0,15.4,7.2,7.6,39.9,17.1
265,201-300,University of Guelph,0,0,0,16.1,14.7,33.4,19.4
266,201-300,University of Halle-Wittenberg,0,5.3,8.9,7.2,12.2,28.2,14.4
267,201-300,University of Houston,0,0,0,20.4,11.1,34.8,19.4
268,201-300,University of Innsbruck,0,0,10.9,7.2,15.1,25.1,23.1
269,201-300,University of Kansas - Lawrence,0,13.1,0,12.5,12.9,33.1,12.6
270,201-300,University of Kentucky,0,11.9,0,7.2,12.1,42.3,14.2
271,201-300,University of Lausanne,0,0,0,12.5,20.7,32.4,19.9
272,201-300,University of Leicester,0,0,0,19,18,33,19.9
273,201-300,University of Leipzig,0,15.1,15.4,0,8.7,35,17.8
274,201-300,University of Liege,0,9.2,0,10.2,12.4,30.6,23
275,201-300,University of Manitoba,0,0,0,16.1,8.5,35.6,15.9
276,201-300,University of Marburg,0,15.1,0,14.4,14.6,29.9,16.5
277,201-300,University of Medicine and Dentistry New Jersey,0,0,0,22.8,13.1,32.4,15
278,201-300,University of Missouri - Columbia,0,10.7,0,7.2,14.3,40.9,14.4
279,201-300,University of Montpellier 2,0,11.9,0,12.5,15.6,32.4,17.5
280,201-300,University of Notre Dame,0,14.1,0,12.5,13.6,30.3,18
281,201-300,University of Oregon,0,11.9,0,10.2,20.2,26.4,19
282,201-300,University of Otago,0,0,0,10.2,8.3,34.1,24.4
283,201-300,University of Ottawa,0,0,0,7.2,13.2,41.7,17.8
284,201-300,University of Saskatchewan,0,10.7,0,14.4,6.6,33.8,16.1
285,201-300,University of Science and Technology of China,0,0,0,7.2,12.5,44.5,22.9
286,201-300,University of South Carolina - Columbia,0,0,0,16.1,11.9,34.9,14.8
287,201-300,University of South Florida,0,0,0,12.5,9.8,38.4,14.4
288,201-300,University of St Andrews,0,11.9,0,7.2,21.1,29.8,23.2
289,201-300,University of Stuttgart,0,20.6,0,10.2,13.6,28.1,15.7
290,201-300,University of the Mediterranean (Aix-Marseille 2),0,0,0,14.4,17.1,27.6,13.1
291,201-300,University of Turin,0,18.5,0,12.5,9.5,39.7,17.6
292,201-300,University of Valencia,0,0,0,7.2,10.1,40.9,13.2
293,201-300,University of Vermont,0,15.1,0,14.4,8.4,27.9,15.3
294,201-300,University of Victoria,0,0,0,14.4,11.3,31.1,18.7
295,201-300,University of York,0,0,0,17.6,13,32.7,19.6
296,201-300,Washington State University - Pullman,0,0,0,20.4,13.6,31.3,16
297,201-300,Western University,0,0,0,8.8,13.5,45.5,18.5
298,201-300,Yeshiva University,0,0,0,12.5,16.2,34.6,21.1
299,201-300,Yonsei University,0,0,0,7.2,10.6,51.8,18.2
300,201-300,Zhejiang University,0,0,0,0,8.5,61.9,16.2
301,301-400,Aristotle University of Thessaloniki,0,0,0,7.2,3.5,37.5,16.8
302,301-400,Autonomous University of Barcelona,0,0,0,0,7.7,42.4,16.2
303,301-400,Bar-Ilan University,0,0,0,12.5,9,28,14
304,301-400,Ben-Gurion University of the Negev,0,0,0,7.2,10.2,35.8,16.6
305,301-400,Brigham Young University,0,10.7,0,12.5,3.7,26.7,11.8
306,301-400,City University of Hong Kong,0,0,0,12.5,0,38.2,22.3
307,301-400,Clemson University,0,0,0,12.5,6,29.1,14.3
308,301-400,Technical University Darmstadt,0,16.9,0,7.2,7.9,29.3,14.6
309,301-400,Dresden University of Technology,0,0,0,7.2,11,37.3,17.3
310,301-400,Drexel University,0,0,0,7.2,9.6,28.8,14.2
311,301-400,Eotvos Lorand University,0,16.9,0,10.2,9,24.2,13.2
312,301-400,Federal University of Minas Gerais,0,0,0,7.2,5.8,36.6,16.5
313,301-400,Federal University of Rio de Janeiro,0,0,0,0,12.3,41.9,19.1
314,301-400,Flinders University,0,16.9,0,7.2,4,24.8,19.6
315,301-400,Georgetown University,0,0,0,12.5,7.2,33,17.6
316,301-400,Hanyang University,0,0,0,0,6.2,39.7,17.3
317,301-400,Henri Poincare University (Nancy 1),0,13.1,18.9,0,10.1,16.7,10.8
318,301-400,Hiroshima University,0,0,0,7.2,11.6,35.1,17.5
319,301-400,Indian Institute of Science,0,0,0,12.5,6.3,34.6,16.3
320,301-400,Jagiellonian University,0,11.9,0,7.2,5.5,31.8,14.9
321,301-400,James Cook University,0,0,0,10.2,14.1,24.1,21.8
322,301-400,Kanazawa University,0,0,0,10.2,6.9,27.6,17.1
323,301-400,Kansas State University,0,0,0,14.4,8.9,29.7,14
324,301-400,King Saud University,0,0,0,24.4,0,21.2,14.1
325,301-400,Kobe University,0,0,0,10.2,12.6,32.8,16.4
326,301-400,London School of Hygiene and Tropical Medicine,0,9.2,0,0,5.5,29.7,28.7
327,301-400,Medical University of Graz,0,0,10.9,7.2,3.3,21.4,20.2
328,301-400,Medical University of Innsbruck,0,0,0,12.5,5.7,24.6,22.9
329,301-400,Medical University of South Carolina,0,0,0,14.4,7.3,30,19.5
330,301-400,Nagasaki University,0,13.1,0,10.2,4.1,24.4,17
331,301-400,Nanyang Technological University,0,0,0,0,6.5,46.5,20.5
332,301-400,National Chiao Tung University,0,0,0,7.2,6.4,38.3,20.7
333,301-400,National Tsing Hua University,0,14.1,0,0,8.9,35.4,21.2
334,301-400,Okayama University,0,0,0,7.2,12,33.4,17.8
335,301-400,Pohang University of Science and Technology,0,0,0,7.2,9.8,29.3,28.8
336,301-400,Polytechnic University of Valencia,0,0,0,7.2,11.5,31.4,15.4
337,301-400,Saint Louis University,0,0,12.6,10.2,4.7,24.4,12.4
338,301-400,Saint Petersburg State University,0,26.1,0,0,4.8,29.6,15.4
339,301-400,San Diego State University,0,0,0,14.4,12.3,27.6,16.2
340,301-400,Sao Paulo State University,0,0,0,0,5.4,43.9,19.3
341,301-400,Scuola Normale Superiore - Pisa,0,0,0,14.4,5.7,16.4,44.7
342,301-400,Shandong University,0,0,0,0,4,43,12.2
343,301-400,Sichuan University,0,0,0,0,2.1,46,12.6
344,301-400,State University of New York at Albany,0,0,0,16.1,5.3,27.3,17.4
345,301-400,State University of New York Health Science Center at Brooklyn,0,0,15.4,10.2,5.8,17.2,17.1
346,301-400,Stockholm School of Economics,0,0,16.6,0,0,10.7,39
347,301-400,Sun Yat-sen University,0,0,0,0,3.2,42.3,13.7
348,301-400,Sungkyunkwan University,0,0,0,0,10.9,43.2,17.2
349,301-400,Syracuse University,0,0,0,16.1,8.7,24.7,13.9
350,301-400,Temple University,0,0,0,14.4,5.1,30.9,12.5
351,301-400,Texas Tech University,0,0,0,10.2,6.6,30.6,14.5
352,301-400,The Open University,0,0,0,12.5,13.8,21.7,12.5
353,301-400,The University of Dundee,0,0,0,16.1,12,27,18.1
354,301-400,The University of Montana - Missoula,0,7.5,0,12.5,11.7,17.1,14.9
355,301-400,The University of Texas at Dallas,0,0,0,10.2,14.1,25.2,21.2
356,301-400,The University of Texas Medical Branch at Galveston,0,0,0,17.6,7.8,25.7,15.4
357,301-400,Thomas Jefferson University,0,0,0,16.1,4.7,28.2,27.8
358,301-400,Tokyo Medical and Dental University,0,0,0,7.2,13.1,25.4,24.3
359,301-400,Tulane University,0,0,0,14.4,10.3,26.5,14.7
360,301-400,University College Dublin,0,0,0,7.2,10.3,35.3,16.4
361,301-400,University of Alaska - Fairbanks,0,0,0,14.4,12.9,21.2,16.5
362,301-400,University of Arkansas at Fayetteville,0,0,0,10.2,10.6,24.9,13.7
