uid,ranking,uniname,Total Score,alumni,award,HiCi,N&S,PUB,PCP
189,151-200,"
University of New South Wales
",0,0,0,20.4,13.3,53.1,20.7
190,151-200,"
University of Padua
",0,0,0,12.5,17.2,49.1,18.2
191,151-200,University of Paris Descartes (Paris 5),0,13.7,11.9,10.2,17.3,42.6,15.5
192,151-200,"
University of Southampton
",0,0,0,20.4,20.1,43,21.2
193,151-200,"
University of Tennessee - Knoxville
",0,11.8,0,22.2,18,38.5,14.6
194,151-200,"
University of Tsukuba
",0,0,19.9,12.5,9.7,37.1,15.3
195,151-200,"
University of Vienna
",0,15.6,0,14.4,18.4,37.1,21.2
196,151-200,"
University of Wageningen
",0,0,0,28.4,14.3,38.8,29.4
197,151-200,"
University of Warwick
",0,0,0,25.5,15.5,36.2,20
198,151-200,"
University of Waterloo
",0,0,0,19.1,11.7,41.4,20.4
199,151-200,"
Virginia Commonwealth University
",0,11.8,14.1,17.7,11.6,35.6,14.6
200,151-200,"
Virginia Polytechnic Institute and State University
",0,13.2,0,22.8,14.8,40.2,17.1
201,201-300,"
Autonomous University of Madrid
",0,0,0,12.5,14.4,38,16.1
202,201-300,"
Brandeis University
",0,22,0,7.2,18.8,18.5,23.2
203,201-300,"
Chalmers University of Technology
",0,0,0,17.7,11.1,27.5,19.3
204,201-300,"
Charles University in Prague
",0,10.2,0,0,13.4,43.2,18.1
205,201-300,Claude Bernard University Lyon 1,0,11.8,0,0,20.8,40.8,13.9
206,201-300,"
Complutense University of Madrid
",0,22,0,0,9,42.8,11
207,201-300,"
Dalhousie University
",0,0,0,14.4,16.5,34.4,17.4
208,201-300,"
Dresden University of Technology
",0,0,0,7.2,11.3,37.2,18.2
209,201-300,"
Fudan University
",0,0,0,7.2,12.1,50,17.7
210,201-300,"
Keio University
",0,0,0,10.2,14.5,33.4,12.8
211,201-300,"
King Saud University
",0,0,0,33.1,2.1,29.7,10.7
212,201-300,"
Korea Advanced Institute of Science and Technology
",0,0,0,7.2,14.8,39.7,27.3
213,201-300,"
Lancaster University
",0,0,0,17.7,10.5,28.9,18.6
214,201-300,"
Laval University
",0,0,0,16.1,9.6,37.1,15
215,201-300,"
Macquarie University
",0,0,0,17.7,13.6,28.8,21.5
216,201-300,"
Medical University of Vienna
",0,10.2,15.4,7.2,8.6,31.6,17.9
217,201-300,"
Nanjing University
",0,0,0,0,13,45.4,15.8
218,201-300,"
Nanyang Technological University
",0,0,0,0,7.6,47.7,22.3
219,201-300,"
National and Kapodistrian University of Athens
",0,0,0,12.5,4.1,41.4,20
220,201-300,"
National Cheng Kung University (NCKU)
",0,0,0,10.2,2.1,45.2,17.8
221,201-300,"
Newcastle University
",0,0,0,14.4,19,36.5,17.4
222,201-300,"
Norwegian University of Science and Technology
",0,15.6,0,10.2,13.9,35.3,16.4
223,201-300,Paul Sabatier University (Toulouse 3),0,0,6.3,7.2,18.5,38.6,12.9
224,201-300,"
Peking University
",0,0,0,0,13.5,58.4,16.6
225,201-300,"
Polytechnic Institute of Milan
",0,8.3,15.4,0,9,30.3,14.6
226,201-300,"
Queen Mary, U. of London
",0,20.4,0,16.1,16.5,28.8,18.8
227,201-300,"
Queen's University
",0,0,0,16.1,14.1,35.4,19.2
228,201-300,"
Rensselaer Polytechnic Institute
",0,14.4,0,17.7,9.1,23.3,21.4
229,201-300,"
Royal Institute of Technology
",0,0,15.4,7.2,9.7,35.4,21.6
230,201-300,"
RWTH Aachen University
",0,0,0,10.2,10.1,40.2,19.7
231,201-300,"
Shanghai Jiao Tong University
",0,0,0,7.2,9.1,55.2,17
232,201-300,"
Simon Fraser University
",0,0,0,14.4,10.3,33.9,17.4
233,201-300,"
State University of Campinas
",0,0,0,7.2,7.9,43.1,20.5
234,201-300,"
State University of New York at Buffalo
",0,0,0,16.1,7.7,38.6,14.6
235,201-300,"
Technical University of Berlin
",0,18.6,0,16.1,6.8,28.9,16.7
236,201-300,"
The George Washington University
",0,13.2,0,12.5,10.6,34,15.9
237,201-300,"
The Hong Kong Polytechnic University
",0,0,0,14.4,3.4,40.7,18.8
238,201-300,"
The Hong Kong University of Science and Technology
",0,0,0,17.7,5.8,30.9,22.2
239,201-300,"
The University of Adelaide
",0,16.6,0,10.2,12.2,38.3,22.3
240,201-300,"
The University of Auckland
",0,15.6,0,10.2,13.8,38.4,18.8
241,201-300,"
The University of Connecticut - Storrs
",0,13.2,0,15.3,11.1,36,13.6
242,201-300,"
The University of Hong Kong
",0,0,0,14.4,11.1,44.8,20.7
243,201-300,"
The University of New Mexico - Albuquerque
",0,0,0,12.5,18.7,34.3,14.4
244,201-300,"
The University of Reading
",0,0,0,14.4,16.5,27.9,17.9
245,201-300,"
The University of Texas Health Science Center at San Antonio
",0,0,0,22.8,5.8,28.8,16.7
246,201-300,"
Trinity College Dublin
",0,11.8,14.1,7.2,11.4,31.5,17.5
247,201-300,"
Umea University
",0,0,0,14.4,12.1,33.9,16.5
248,201-300,"
University of Aberdeen
",0,0,0,10.2,13.4,34,18.5
249,201-300,"
University of Antwerp
",0,0,0,10.2,11.4,33.5,24.5
250,201-300,"
University of Barcelona
",0,0,0,10.2,13.8,49.8,15.3
251,201-300,"
University of Bergen
",0,0,0,7.2,15.3,35.5,17.6
252,201-300,"
University of Bochum
",0,0,0,12.5,10.4,37,18.6
253,201-300,"
University of Bologna
",0,0,0,10.2,11.3,47.7,15.5
254,201-300,"
University of Cape Town
",0,21.2,0,10.2,13.1,34.7,19
255,201-300,"
University of Central Florida
",0,0,0,15.3,11.6,29.6,16.4
256,201-300,"
University of Cincinnati
",0,0,0,22.8,9.5,40.9,14.5
257,201-300,"
University of Colorado at Denver
",0,0,0,17.7,13.7,39,14.3
258,201-300,"
University of Duesseldorf
",0,13.2,0,11.4,12.1,31.2,16.9
259,201-300,"
University of Durham
",0,0,0,19.1,16.8,33.3,20.2
260,201-300,"
University of East Anglia
",0,15.6,0,16.1,17,28.4,21.6
261,201-300,"
University of Erlangen-Nuremberg
",0,0,0,14.4,14,39.6,20.5
262,201-300,"
University of Florence
",0,0,0,16.1,13.5,38.5,15.4
263,201-300,"
University of Gothenburg
",0,0,15.4,7.2,9.7,39.9,16.9
264,201-300,"
University of Guelph
",0,0,0,16.1,14.9,32.7,18.4
265,201-300,"
University of Houston
",0,0,0,20.4,12.8,34.3,18.6
266,201-300,"
University of Innsbruck
",0,0,10.9,7.2,15.1,24.7,21
267,201-300,"
University of Kentucky
",0,11.8,0,7.2,11.1,41.6,13.4
268,201-300,"
University of Lausanne
",0,0,0,11.4,19.3,31.4,18.2
269,201-300,"
University of Leicester
",0,0,0,19.1,17.1,31.9,19.3
270,201-300,"
University of Leipzig
",0,13.2,15.4,0,9.8,34.4,18.5
271,201-300,"
University of Liege
",0,8.3,0,10.2,12.3,31.8,21.8
272,201-300,"
University of Lorraine
",0,13.2,18.9,0,11.3,33.8,11.9
273,201-300,"
University of Maastricht
",0,0,0,7.2,7.9,40,22.4
274,201-300,"
University of Manitoba
",0,0,0,16.1,9.3,34.5,15.4
275,201-300,"
University of Marburg
",0,11.8,0,14.4,15.3,30.8,17.6
276,201-300,"
University of Medicine and Dentistry New Jersey
",0,0,0,21.7,12.3,30.6,13.9
277,201-300,"
University of Missouri - Columbia
",0,10.2,0,7.2,12.8,39.5,13.5
278,201-300,University of Montpellier 2,0,11.8,0,12.5,16.6,31.4,17
279,201-300,"
University of Notre Dame
",0,14.4,0,17.7,14.3,30.3,18.5
280,201-300,"
University of Oregon
",0,10.2,0,10.2,19.7,24.8,17.6
281,201-300,"
University of Otago
",0,0,0,14.4,11.1,35.2,26
282,201-300,"
University of Ottawa
",0,0,0,7.2,14.4,42.4,17.6
283,201-300,University of Paris Dauphine (Paris 9),0,17.6,26.7,7.2,0,12.1,21.7
284,201-300,"
University of Saskatchewan
",0,10.2,0,16.1,8,32.5,15.5
285,201-300,"
University of Science and Technology of China
",0,0,0,7.2,12.3,42.9,20.8
286,201-300,"
University of South Carolina - Columbia
",0,0,0,16.1,12.3,34.2,14.6
287,201-300,"
University of South Florida
",0,0,0,12.5,11.7,39,16.1
288,201-300,"
University of Southern Denmark
",0,0,0,14.4,10.3,32.8,17.2
289,201-300,"
University of St Andrews
",0,11.8,0,7.2,20.7,29.7,23.3
290,201-300,"
University of Stuttgart
",0,21.2,0,10.2,15.1,27.9,16.8
291,201-300,"
University of Turin
",0,17.6,0,12.5,7.6,39.8,17.1
292,201-300,"
University of Valencia
",0,0,0,7.2,10.6,39.8,12.6
293,201-300,"
University of Vermont
",0,15.6,0,14.4,8,27.8,15
294,201-300,"
University of Victoria
",0,0,0,14.4,11.3,30.2,18
295,201-300,"
University of York
",0,0,0,17.7,12.9,31.8,20.1
296,201-300,"
Washington State University - Pullman
",0,0,0,20.4,12.8,31.8,16.1
297,201-300,"
Western University
",0,0,0,8.8,14.7,44.6,17.8
298,201-300,"
Yeshiva University
",0,0,0,12.5,16,34.2,19.6
299,201-300,"
Yonsei University
",0,0,0,7.2,9.4,52.1,20.5
300,201-300,"
Zhejiang University
",0,0,0,0,10.5,59.6,15.3
301,301-400,"
Aristotle University of Thessaloniki
",0,0,0,10.2,3.5,35.4,17.1
302,301-400,"
Autonomous University of Barcelona
",0,0,0,0,11.2,41.4,15.8
303,301-400,"
Bar-Ilan University
",0,0,0,14.4,8.9,28.1,15.1
304,301-400,"
Ben-Gurion University of the Negev
",0,0,0,7.2,8.8,34.7,16.9
305,301-400,"
Brigham Young University
",0,10.2,0,14.4,4,26.4,11.9
306,301-400,"
China Agricultural University
",0,0,0,0,9.6,36.9,14.8
307,301-400,"
City University of Hong Kong
",0,0,0,13.5,0,36.9,20.1
308,301-400,"
City University of New York City College
",0,32.8,0,10.2,8.4,17.5,18.7
309,301-400,"
Clemson University
",0,0,0,12.5,6.4,28.1,14
310,301-400,"
Drexel University
",0,0,0,7.2,11.2,30.2,17.4
311,301-400,"
Ecole Polytechnique
",0,19.5,0,7.2,9.4,26.9,20
312,301-400,"
Eindhoven University of Technology
",0,0,0,7.2,6.9,32.3,19.5
313,301-400,"
Eotvos Lorand University
",0,15.6,0,10.2,9.5,22.9,13.3
314,301-400,"
Federal University of Minas Gerais
",0,0,0,7.2,5.5,35.6,16.9
315,301-400,"
Federal University of Rio de Janeiro
",0,0,0,0,11.1,40.6,19.4
316,301-400,"
Flinders University
",0,17.6,0,10.2,5.2,25.9,20.4
317,301-400,"
Georgetown University
",0,0,0,12.5,6.1,32.7,16.9
318,301-400,"
Hanyang University
",0,0,0,0,6.7,36.9,18.5
319,301-400,"
Hiroshima University
",0,0,0,10.2,12.8,33.9,11.8
320,301-400,"
Huazhong University of Science and Technology
",0,0,0,0,4.8,42.6,12.6
321,301-400,"
Indian Institute of Science
",0,0,0,14.4,6.2,33.5,17.1
322,301-400,"
Indiana University-Purdue University at Indianapolis
",0,0,0,0,6.8,39.4,12.6
323,301-400,"
Industrial Physics and Chemistry Higher Educational Institution - Paris
",0,8.3,18.9,0,10.7,15.7,27.6
324,301-400,"
Istanbul University
",0,15.6,0,0,3.4,34.3,16.7
325,301-400,"
Jagiellonian University
",0,11.8,0,7.2,7.5,31.3,15.7
326,301-400,"
James Cook University
",0,0,0,10.2,13.4,24.8,21.1
327,301-400,"
Kanazawa University
",0,0,0,10.2,9.7,26.4,14.2
328,301-400,"
Kansas State University
",0,0,0,14.4,7.8,29.4,13.5
329,301-400,"
Karlsruhe Institute of Technology (KIT)
",0,0,0,10.2,14.7,30.4,16.3
330,301-400,"
King Fahd University of Petroleum & Minerals
",0,0,0,27.5,0,18.9,17.6
331,301-400,"
Kobe University
",0,0,0,10.2,14,30.7,14
332,301-400,"
Korea University
",0,0,0,0,7.1,46.7,18.7
333,301-400,"
Medical University of Innsbruck
",0,0,0,12.5,5.8,24.2,22.3
334,301-400,"
Medical University of South Carolina
",0,0,0,14.4,5.6,30.9,18.7
335,301-400,"
National Chiao Tung University
",0,0,0,7.2,6.5,36.4,19.5
