uid,ranking,uniname,Total Score,alumni,award,HiCi,N&S,PUB,PCP
108,102-150,Georgia Institute of Technology,0.0,15.6,0,24.6,22.3,44.8,27.1
109,102-150,Ghent University,0.0,8.3,15.5,14.8,8.6,49.3,27.4
110,102-150,Hokkaido University,0.0,0,0,16.6,16.6,51.5,21.3
111,102-150,Mayo Medical School,0.0,0,0,25.7,13.7,51.8,26.8
112,102-150,National University of Singapore,0.0,0,0,14.8,12.9,57.3,27.3
113,102-150,North Carolina State University - Raleigh,0.0,0,0,28.7,17.4,43.9,18.8
114,102-150,Oregon State University,0.0,14.4,0,26.7,26.9,37.7,28.5
115,102-150,Swiss Federal Institute of Technology of Lausanne,0.0,0,0,21,17.5,39.9,40.9
116,102-150,Technion-Israel Institute of Technology,0.0,17.6,23.1,14.8,15.1,39.2,23.3
117,102-150,Tel Aviv University,0.0,0,0,24.6,19.1,51.3,27.1
118,102-150,The University of Georgia,0.0,0,0,26.7,19.3,45,17.8
119,102-150,The University of Glasgow,0.0,11.8,0,22.2,17.5,42.1,23
120,102-150,The University of Queensland,0.0,15.6,0,14.8,21.8,52.7,25.5
121,102-150,The University of Western Australia,0.0,16.6,14.1,19.6,11.9,39.4,26.1
122,102-150,Tufts University,0.0,17.6,16.7,19.6,16.7,37.9,24.8
123,102-150,University Libre Bruxelles,0.0,20.4,18.9,12.8,13.9,31.4,26.4
124,102-150,University of Alberta,0.0,14.4,0,18.2,16.9,54.5,27.4
125,102-150,University of Amsterdam,0.0,8.3,0,18.2,25.1,48.6,23.1
126,102-150,"University of California, Riverside",0.0,15.6,0,27.7,27.3,35.8,27.8
127,102-150,"University of California, Santa Cruz",0.0,0,0,26.7,29.7,29.3,28.7
128,102-150,University of Frankfurt,0.0,34.3,8.9,19.6,15.5,37.5,23.4
129,102-150,University of Geneva,0.0,27.6,0,21,23.3,35,23.8
130,102-150,University of Groningen,0.0,0,20,14.8,17.5,45.8,20.8
131,102-150,University of Hamburg,0.0,15.6,0,18.2,20,39.2,22
132,102-150,University of Hawaii at Manoa,0.0,0,0,26.7,29,35.3,21.6
133,102-150,University of Illinois at Chicago,0.0,0,0,26.7,15,47.4,21.2
134,102-150,University of Leeds,0.0,21.2,0,10.5,26.1,42.2,23.6
135,102-150,University of Liverpool,0.0,22,15.5,12.8,18.2,40.1,27.2
136,102-150,University of Massachusetts Amherst,0.0,16.6,0,33.1,23,37.8,22.8
137,102-150,University of Massachusetts Medical School - Worcester,0.0,0,20,14.8,23.9,28.2,20.1
138,102-150,University of Milan,0.0,21.2,0,18.2,14.1,51,19.8
139,102-150,University of Muenster,0.0,23.5,15.5,12.8,13.7,37.2,21.4
140,102-150,University of Paris Diderot (Paris 7),0.0,17.1,13.8,14.8,19.1,35,20.9
141,102-150,University of Pisa,0.0,17.6,23.6,14.8,5.9,39.3,18.2
142,102-150,University of Roma - La Sapienza,0.0,15.6,15.5,10.5,17.9,52.6,14.4
143,102-150,University of Sao Paulo,0.0,0,0,10.5,13.1,65.3,30.4
144,102-150,University of Sussex,0.0,0,22.8,18.2,17.5,27.9,31.1
145,102-150,University of Sydney,0.0,18.6,0,19.6,16,55.3,25.3
146,102-150,University of Tsukuba,0.0,0,20,12.8,9.9,41,20.4
147,102-150,University of Tuebingen,0.0,27.6,0,16.6,21.2,41.4,23.9
148,102-150,University of Virginia,0.0,0,0,31.4,22.2,45.8,23.8
149,102-150,University of Wuerzburg,0.0,23.5,8.9,23.4,14.1,37.2,22.5
150,102-150,Weizmann Institute of Science,0.0,0,0,24.6,30.7,31.1,22.6
151,151-202,Cardiff University,0.0,0,0,10.5,19.3,42.4,22.9
152,151-202,Colorado State University,0.0,0,0,27.7,15.5,38.9,22.6
153,151-202,Delft University of Technology,0.0,14.4,0,7.4,23.4,36,16.3
154,151-202,Erasmus University Rotterdam,0.0,0,15.5,19.6,6.2,31.5,18
155,151-202,Florida State University,0.0,0,0,21,22,39,19.4
156,151-202,Iowa State University,0.0,0,0,23.4,12.2,44,18.1
157,151-202,Joseph Fourier University (Grenoble 1),0.0,0,15.5,10.5,16,33.6,18.8
158,151-202,Kyushu University,0.0,0,0,14.8,17.1,51.1,20.8
159,151-202,London School of Economics and Political Science,0.0,18.6,0,16.6,0.0,25.3,28.4
160,151-202,Mount Sinai School of Medicine,0.0,0,0,19.6,16,34.5,19.3
161,151-202,National Autonomous University of Mexico,0.0,15.6,0,7.4,14.3,48.5,23.5
162,151-202,National Taiwan University,0.0,14.4,0,7.4,10,55.6,16.7
163,151-202,Oregon Health and Science University,0.0,0,0,19.6,19,35.7,20.3
164,151-202,"Queen Mary, U. of London",0.0,22.8,0,14.8,13,29.6,23
165,151-202,Radboud University Nijmegen,0.0,0,0,10.5,21.4,40.6,21.1
166,151-202,Seoul National University,0.0,0,0,7.4,13.5,61.4,18.4
167,151-202,State University of New York at Stony Brook,0.0,0,0,18.2,26.8,38.4,19.2
168,151-202,Technical University of Denmark,0.0,8.3,12.6,16.6,13,30.4,17.8
169,151-202,The University of Adelaide,0.0,18.6,0,10.5,13.7,35.5,24.7
170,151-202,The University of Alabama at Birmingham,0.0,0,0,16.6,14.8,43.3,23.2
171,151-202,The University of Connecticut - Storrs,0.0,14.4,0,16.6,13.7,38.1,19.9
172,151-202,The University of Texas Health Science Center at Houston,0.0,0,15.5,16.6,19,29.2,18.7
173,151-202,The University of Texas M. D. Anderson Cancer Center,0.0,0,0,22.2,11.3,41.8,21.9
174,151-202,Tsinghua University,0.0,13.2,0,0,11.6,56.3,18
175,151-202,University of Barcelona,0.0,0,0,7.4,14.9,47.5,22.7
176,151-202,University of Bern,0.0,15.6,0,10.5,22.4,36.8,27.1
177,151-202,University of Buenos Aires,0.0,20.4,25.3,0,7.8,35.7,21
178,151-202,University of Cincinnati,0.0,0,0,23.4,11.4,44.2,20.3
179,151-202,University of Delaware,0.0,13.2,0,21,12.8,34.2,17
180,151-202,University of Durham,0.0,0,0,18.2,17.5,34.7,30.6
181,151-202,University of East Anglia,0.0,16.6,0,16.6,20.4,26.4,29.7
182,151-202,University of Kiel,0.0,14.4,15.5,10.5,11.9,32.6,18.4
183,151-202,University of Cologne,0.0,0,12.6,7.4,21,38.4,20.8
184,151-202,University of Leicester,0.0,0,0,19.6,17.9,32.5,29.4
185,151-202,University of Mainz,0.0,0,8.2,14.8,19.2,37.1,20.3
186,151-202,"University of Maryland, Baltimore",0.0,0,0,19.6,14.6,38.1,20.4
187,151-202,University of Miami,0.0,0,0,24.6,16.6,40.6,22.9
188,151-202,University of Montreal,0.0,14.4,0,12.8,11.9,49.5,24.1
189,151-202,University of Nebraska - Lincoln,0.0,22,0,16.6,12.1,36,18
190,151-202,University of New South Wales,0.0,0,0,19.6,11.7,48.3,21.9
191,151-202,University of Padua,0.0,0,0,12.8,18.3,47.5,17.8
192,151-202,University of Paris Descartes (Paris 5),0.0,15.1,12,10.5,13.4,32.5,18.1
193,151-202,University of Southampton,0.0,0,0,19.6,14.6,42.4,24.7
194,151-202,University of St Andrews,0.0,13.2,0,7.4,24.7,28.8,32.3
195,151-202,University of Tennessee - Knoxville,0.0,13.2,0,19.6,18.1,40.4,17.4
196,151-202,University of Turin,0.0,20.4,0,10.5,12.8,37.8,16.9
197,151-202,University of Vienna,0.0,19.5,0,7.4,22.3,36.4,20.5
198,151-202,University of Wageningen,0.0,0,0,27.7,14.7,37,25.5
199,151-202,University of Waterloo,0.0,0,0,19.6,11.3,40.6,20.9
200,151-202,Virginia Commonwealth University,0.0,13.2,14.1,18.2,7,33.7,17
201,151-202,Virginia Polytechnic Institute and State University,0.0,14.4,0,22.2,13.3,40.1,17.8
202,151-202,VU University Amsterdam,0.0,0,0,22.2,13.9,43.5,22.7
203,203-304,Autonomous University of Madrid,0.0,0,0,12.8,9.7,36.2,17.9
204,203-304,Ben-Gurion University of the Negev,0.0,0,0,7.4,11.5,36.5,17.6
205,203-304,Brandeis University,0.0,23.5,0,7.4,22.2,20.5,25.5
206,203-304,Chalmers University of Technology,0.0,0,0,16.6,11.3,28.1,17.1
207,203-304,Charles University in Prague,0.0,14.4,0,0,11.3,37.1,15.8
208,203-304,City University of Hong Kong,0.0,0,0,10.5,7,36.1,19.1
209,203-304,City University of New York City College,0.0,37.2,0,10.5,8.8,17.9,15.6
210,203-304,Claude Bernard University Lyon 1,0.0,14.4,0,0,13.7,37.7,18.6
211,203-304,Complutense University of Madrid,0.0,18.6,0,0,10.5,40.1,19.6
212,203-304,Dalhousie University,0.0,0,0,14.8,18.4,34.4,18.8
213,203-304,Ecole Polytechnique,0.0,21.2,0,7.4,14.4,29.6,16.6
214,203-304,George Mason University,0.0,0,32.2,10.5,1.6,25.6,18.5
215,203-304,Georgetown University,0.0,0,0,10.5,9.8,33.4,18.9
216,203-304,Hiroshima University,0.0,0,0,7.4,9.6,38.3,18.3
217,203-304,Keio University,0.0,0,0,10.5,11.7,34.4,17
218,203-304,Kobe University,0.0,0,0,12.8,13.2,33,16.5
219,203-304,Korea Advanced Institute of Science and Technology,0.0,0,0,0,12.5,39.4,27.3
220,203-304,Lancaster University,0.0,0,0,16.6,10.8,28.3,24.9
221,203-304,Laval University,0.0,0,0,16.6,9.8,37.4,19
222,203-304,London School of Hygiene and Tropical Medicine,0.0,10.2,0,0,10.7,28.3,40.7
223,203-304,Louisiana State University - Baton Rouge,0.0,0,0,16.6,11.9,38,15.8
224,203-304,Macquarie University,0.0,0,0,12.8,16.4,24.9,21.8
225,203-304,Medical University of Vienna,0.0,13.2,15.5,7.4,6.4,31.1,16.8
226,203-304,Monash University,0.0,0,0,7.4,15.5,44,19
227,203-304,Nanjing University,0.0,0,0,0,12,46.2,17.8
228,203-304,National and Kapodistrian University of Athens,0.0,0,0,10.5,5.6,41.3,19.4
229,203-304,Newcastle University,0.0,0,0,10.5,15.6,38,22
230,203-304,Norwegian University of Science and Technology,0.0,17.6,0,10.5,16.4,32.9,18.1
231,203-304,Paul Sabatier University (Toulouse 3),0.0,0,6.3,0,17.2,32.9,17
232,203-304,Peking University,0.0,0,0,0,11.4,54.4,16
233,203-304,Polytechnic Institute of Milan,0.0,10.2,15.5,0,8.1,27.7,13.7
234,203-304,Queen's University,0.0,0,0,16.6,17.1,35.4,19.2
235,203-304,Queen's University,0.0,22,0,0,12.8,31,21.3
236,203-304,Rensselaer Polytechnic Institute,0.0,15.6,0,18.2,13.1,27.1,24.8
237,203-304,Royal Institute of Technology,0.0,0,15.5,0,8.1,36.5,17.2
238,203-304,RWTH Aachen University,0.0,5.9,0,7.4,7.7,38.8,18.2
239,203-304,Shanghai Jiao Tong University,0.0,0,0,0,8.8,49.4,15.9
240,203-304,State University of Campinas,0.0,0,0,7.4,4.1,42,19.3
241,203-304,State University of New York at Albany,0.0,0,0,21,6,28.9,19.3
242,203-304,State University of New York at Buffalo,0.0,0,0,16.6,10,36.6,15.5
243,203-304,Swedish University of Agricultural Sciences,0.0,0,0,12.8,17.4,28.3,14.3
244,203-304,Syracuse University,0.0,0,0,16.6,15,26,15.4
245,203-304,Technical University of Berlin,0.0,22,0,12.8,6.2,27,15.5
246,203-304,The Chinese University of Hong Kong,0.0,0,0,14.8,4,42,21.3
247,203-304,The George Washington University,0.0,14.4,0,10.5,12.3,32.7,17.5
248,203-304,The Hong Kong University of Science and Technology,0.0,0,0,16.6,2.7,33.6,23.1
249,203-304,The University of Auckland,0.0,16.6,0,10.5,14.2,36.1,18.1
250,203-304,The University of Calgary,0.0,0,0,10.5,12.6,43.3,20.9
251,203-304,The University of Dundee,0.0,0,0,14.8,15.4,26.5,25.5
252,203-304,The University of Hong Kong,0.0,0,0,12.8,11.1,43.9,20.9
253,203-304,The University of New Mexico - Albuquerque,0.0,0,0,10.5,18.3,36.8,18.9
254,203-304,The University of Reading,0.0,0,0,14.8,19.7,29.2,27
255,203-304,The University of Texas Health Science Center at San Antonio,0.0,0,0,22.2,8.7,29.2,17
256,203-304,The University of Texas Medical Branch at Galveston,0.0,0,0,18.2,9.3,29.6,16.2
257,203-304,Trinity College Dublin,0.0,14.4,14.1,7.4,9.6,27.1,15.5
258,203-304,Umea University,0.0,0,0,14.8,14.3,32.9,13.7
259,203-304,University of Aberdeen,0.0,0,0,12.8,16,33.9,26.5
260,203-304,University of Alaska - Fairbanks,0.0,0,0,14.8,16.9,20.3,22.9
261,203-304,University of Antwerp,0.0,0,0,12.8,14.3,32.8,25.1
262,203-304,University of Bath,0.0,0,0,10.5,18.5,28.4,26.6
263,203-304,University of Bochum,0.0,0,0,12.8,16.4,37.8,19.5
264,203-304,University of Bologna,0.0,0,0,12.8,10,46.9,15.3
265,203-304,University of Cape Town,0.0,23.5,0,10.5,12.7,32.4,18
266,203-304,University of Colorado Health Science Center,0.0,0,0,16.6,17.3,35.4,19.3
267,203-304,University of Erlangen-Nuremberg,0.0,0,0,16.6,11.3,40.6,20.4
268,203-304,University of Florence,0.0,0,0,16.6,13.9,38,15.3
269,203-304,University of Gothenburg,0.0,0,15.5,0,15.2,38.3,13.1
270,203-304,University of Guelph,0.0,0,0,16.6,12.4,33.9,17.9
271,203-304,University of Halle-Wittenberg,0.0,5.9,8.9,7.4,7.7,29,14.6
272,203-304,University of Houston,0.0,0,0,21,10.8,33.5,16.7
273,203-304,University of Kansas - Lawrence,0.0,14.4,0,12.8,16.7,32.3,15.2
274,203-304,University of Karlsruhe,0.0,5.9,0,10.5,12.8,30.8,15.9
275,203-304,University of Kentucky,0.0,13.2,0,7.4,11.9,42.6,17.4
276,203-304,University of Lausanne,0.0,0,0,12.8,18.1,28.1,19.2
277,203-304,University of Leipzig,0.0,16.6,15.5,0,9.8,36.2,19
278,203-304,University of Liege,0.0,10.2,0,10.5,11,29.6,23.5
279,203-304,University of Manitoba,0.0,0,0,16.6,8.4,33.4,17.2
280,203-304,University of Marburg,0.0,16.6,0,14.8,10.9,31.4,17.2
281,203-304,University of Medicine and Dentistry New Jersey,0.0,0,0,23.4,12.1,34.1,19.4
282,203-304,University of Missouri - Columbia,0.0,11.8,0,7.4,15,41,14.5
283,203-304,University of Montpellier 2,0.0,13.2,0,12.8,17.3,31.3,17.6
284,203-304,University of Notre Dame,0.0,15.6,0,10.5,16.6,31,18.3
285,203-304,University of Oregon,0.0,13.2,0,10.5,20.6,26.7,17.1
286,203-304,University of Ottawa,0.0,0,0,7.4,12.8,38.9,18.7
287,203-304,University of Saskatchewan,0.0,11.8,0,16.6,5.7,33.1,17.3
288,203-304,University of Science and Technology of China,0.0,0,0,0,9.5,44.2,21.7
289,203-304,University of South Carolina - Columbia,0.0,0,0,16.6,14.2,34.5,16.9
290,203-304,University of South Florida,0.0,0,0,14.8,9.6,36.4,13.6
291,203-304,University of Southern Denmark,0.0,0,0,14.8,14.3,29.2,16.1
292,203-304,University of the Mediterranean (Aix-Marseille 2),0.0,0,0,14.8,17.7,26.1,15.7
293,203-304,University of Valencia,0.0,0,0,7.4,8.2,38.7,18.1
294,203-304,University of Vermont,0.0,16.6,0,14.8,10.9,29.3,20.6
295,203-304,University of Victoria,0.0,0,0,12.8,14.5,30.4,16.2
296,203-304,University of Warwick,0.0,0,0,12.8,13.6,34.2,22.2
297,203-304,University of York,0.0,0,0,14.8,13.7,33.4,26.9
298,203-304,Wake Forest University,0.0,0,0,10.5,10.9,33.2,23.2
299,203-304,Washington State University - Pullman,0.0,0,0,21,13.7,32.2,16.3
300,203-304,Wayne State University,0.0,0,0,7.4,9,39.8,18.7
301,203-304,Western University,0.0,0,0,10.5,14.7,42.4,20.8
302,203-304,Yeshiva University,0.0,0,0,12.8,20.3,34.8,20.6
303,203-304,Yonsei University,0.0,0,0,7.4,10.5,43.6,15.2
304,203-304,Zhejiang University,0.0,0,0,0,5.7,56.3,15.8
305,305-402,Aristotle University of Thessaloniki,0.0,0,0,7.4,2,36.9,17
306,305-402,Auburn University,0.0,0,0,7.4,5.9,29.7,12.1
307,305-402,Autonomous University of Barcelona,0.0,0,0,0,4.5,38.2,17.3
308,305-402,Bar-Ilan University,0.0,0,0,12.8,9.5,28.4,14.7
309,305-402,Brigham Young University,0.0,11.8,0,10.5,4.1,25.3,9.5
310,305-402,Carleton University,0.0,0,0,12.8,4.9,25.8,13.2
311,305-402,Clemson University,0.0,0,0,12.8,7.7,28.3,13.6
312,305-402,Technical University Darmstadt,0.0,10.2,0,7.4,8.2,28.5,14.2
313,305-402,Dresden University of Technology,0.0,0,0,7.4,7.9,34.2,16.2
314,305-402,Ecole National Superieure Mines - Paris,0.0,17.6,25.3,0,3.5,10.2,13.6
315,305-402,Eindhoven University of Technology,0.0,0,0,0,9.8,31.9,16.4
316,305-402,Eotvos Lorand University,0.0,18.6,0,0,12,23.2,13.2
317,305-402,Federal University of Rio de Janeiro,0.0,0,0,0,10.3,37.6,17.6
318,305-402,Flinders University,0.0,18.6,0,7.4,6.2,22.6,20.8
319,305-402,Fudan University,0.0,0,0,0,7.6,44.9,15.7
320,305-402,Henri Poincare University (Nancy 1),0.0,14.4,18.9,0,2.2,24.6,14.7
321,305-402,Indian Institute of Science,0.0,0,0,12.8,8.7,32.5,16.2
322,305-402,Indian Institute of Technology Kharagpur,0.0,0,0,10.5,4.9,28.3,13.8
323,305-402,Indiana University-Purdue University at Indianapolis,0.0,0,0,0,7.6,38.3,11.8
324,305-402,Industrial Physics and Chemistry Higher Educational Institution - Paris,0.0,10.2,18.9,0,11,17.2,13
325,305-402,Jagiellonian University,0.0,13.2,0,7.4,2.9,31.5,15.2
326,305-402,Jilin University,0.0,0,0,0,6.2,37.7,10.4
327,305-402,Kanazawa University,0.0,0,0,10.5,4.8,28.6,17.1
328,305-402,Kansas State University,0.0,0,0,14.8,10.3,29.9,15.5
329,305-402,Korea University,0.0,0,0,0,1.6,40.5,15.7
330,305-402,Massey University,0.0,0,0,10.5,7.3,25.4,14.5
331,305-402,Medical College of Wisconsin,0.0,0,0,7.4,6,28.7,13.6
332,305-402,Medical University of South Carolina,0.0,0,0,14.8,5.7,30.5,15.5
333,305-402,Nanyang Technological University,0.0,0,0,0,3.3,43.6,19.7
334,305-402,National Cheng Kung University (NCKU),0.0,0,0,0,1.6,42.6,16.7
335,305-402,National Chiao Tung University,0.0,0,0,7.4,4.9,36,20.6
336,305-402,National Tsing Hua University,0.0,15.6,0,0,7.4,35,21.2
337,305-402,Niigata University,0.0,0,0,12.8,7,28.8,17.2
338,305-402,Okayama University,0.0,0,0,7.4,11.4,34.1,17.7
339,305-402,Pohang University of Science and Technology,0.0,0,0,7.4,7.9,27.8,26.5
340,305-402,Polytechnic University of Valencia,0.0,0,0,7.4,9.8,26.2,13
341,305-402,"Royal Holloway, U. of London",0.0,0,0,7.4,12.8,19.7,20.1
342,305-402,Saint Louis University,0.0,0,12.6,7.4,2.7,24.5,15.5
343,305-402,Saint Petersburg State University,0.0,28.8,0,0,6.2,28.9,16.2
344,305-402,San Diego State University,0.0,0,0,12.8,8.6,25.5,12.1
345,305-402,Scuola Normale Superiore - Pisa,0.0,0,0,10.5,6.5,16.7,40.3
346,305-402,Simon Fraser University,0.0,0,0,10.5,10.9,31.8,15.9
347,305-402,State University of New York Health Science Center at Brooklyn,0.0,0,15.5,10.5,7.3,15.9,11.5
348,305-402,Stockholm School of Economics,0.0,0,16.7,0,0.0,10.4,28.8
